family_id,log_abs_j,j_invariant,A_fit_R13_free,A_stderr_R13_free,delta_R13_free,residual_mean,residual_std,residual_at_max_n,alpha_fixedA,beta_fixedA,gamma_fixedA,n_points
1,7.455298485683291,-1728.0,5.997283461766193,5.847156108641552e-05,-0.002716538233807242,-6.515782938074709e-13,0.0018907186177265945,0.0032931258483586134,5.998699789270159,-0.2680643528116248,-5.519924641485838,67
2,8.087549897201235,-3252.705882352941,5.997299264002967,5.827947564596411e-05,-0.0027007359970330214,-4.903805388290602e-13,0.0018798561459665492,0.0032371572056035802,5.998704047958758,-0.2673798848808677,-6.475672077876115,67
3,9.534233826390535,-13824.0,5.997310214719496,5.7521763232449294e-05,-0.002689785280503898,-4.946225850127026e-13,0.0018717566254124864,0.0032757218195911264,5.9987087865297175,-0.2666512470323219,-6.753257173140266,67
4,7.785377493041186,2404.1739130434785,5.997353206286842,5.642377713985204e-05,-0.0026467937131577912,-4.929257665392456e-13,0.0018416773273664895,0.003193828384610242,5.998721999048089,-0.2645576772634771,-5.81709986779745,67
5,7.5887575795693945,1974.857142857143,5.997366301311797,5.591480792566825e-05,-0.0026336986882027347,-4.827448556985039e-13,0.0018323572545175524,0.003190600736616034,5.998726525371192,-0.2638485789727766,-4.912871704387033,67
6,6.9573239400210865,-1049.8177399756987,5.997717183400158,4.9440715208685164e-05,-0.0022828165998420857,-4.903805388290602e-13,0.001589127348902887,0.0027298927650463156,5.9989065877435666,-0.22535896393668597,-8.305183970637444,67
7,7.512895209331435,-1830.5084745762713,5.997721536566099,4.803553519139483e-05,-0.0022784634339005905,-4.3353711996825215e-13,0.001584903229505959,0.0028968985329811403,5.998911977025801,-0.2245704862144562,-8.055948046679624,67
8,8.504744599649243,-4937.142857142857,5.997743167502172,4.839771122551223e-05,-0.002256832497828043,-4.2590143683769587e-13,0.001570598206264243,0.002727231975086397,5.998915657148048,-0.223939328759434,-7.645386366888191,67
9,8.120549372364094,3361.8677042801555,5.997770007475441,4.7458654093044646e-05,-0.0022299925245592433,-4.530505324130072e-13,0.0015515885561120414,0.002707885080099004,5.998924641757746,-0.22252750173271563,-6.2259875080738745,67
10,7.5107799631998535,1826.6384778012684,5.997797800984118,4.6629426671111484e-05,-0.0022021990158815896,-2.977916420916957e-13,0.0015320352481524996,0.0026699490176724794,5.998933531911603,-0.22112437210804858,-3.2479331840549936,67
11,6.4278344803445595,-617.8324022346369,5.998158287029684,4.1599116082387815e-05,-0.0018417129703163226,-5.302557729552987e-13,0.0012836758019200013,0.002016759965044912,5.999112542392691,-0.18273525201998053,-8.594557098710583,67
12,6.962973200836589,-1055.7708830548927,5.99816474725541,4.007373836673249e-05,-0.0018352527445903988,-3.7330006416053026e-13,0.0012778688294742433,0.0021425890004138637,5.999117721289356,-0.18196619477817255,-7.961567320622024,67
13,7.829811178476883,-2513.4545454545455,5.9981743225952435,3.9120039842287616e-05,-0.001825677404756476,-5.175296344043715e-13,0.0012705154673280609,0.002207715535405441,5.9991225920043,-0.1812255048975826,-7.1258271067260734,67
14,8.003019627204404,2988.972972972973,5.998201577300095,3.823085356721426e-05,-0.0017984226999052666,-4.2759825531115285e-13,0.0012512709531674177,0.002180049054686606,5.999131531680555,-0.17981792488665438,-4.406046557524264,67
15,7.566692924892639,1931.7379912663755,5.998215336609408,3.780156462060476e-05,-0.0017846633905920228,-2.655520910960136e-13,0.0012415740546016117,0.00216364122820778,5.999135988416129,-0.1791153421125724,-1.825177117876425,67
16,5.799525461219067,-329.14285714285717,5.99858148355307,3.119852879745239e-05,-0.0014185164469298073,-4.428696215722654e-13,0.0009879088106154305,0.0016465089727262239,5.999320154899644,-0.13996294829127098,-7.698091819573759,67
17,6.3578422665081,-576.0,5.9985890386634075,3.003172549312796e-05,-0.0014109613365924645,-5.285589544818417e-13,0.0009817247698923868,0.0017508843375253491,5.999325223536848,-0.1392040954067768,-6.444455154116979,67
18,7.232299516166484,-1382.4,5.998604970908282,2.9835854657644763e-05,-0.0013950290917179586,-4.292950737846098e-13,0.0009707696029311593,0.00169202283609593,5.999329463470141,-0.13852152129667672,-4.536848469720558,67
19,7.742835955430749,2304.0,5.998632556246728,2.898691836263691e-05,-0.00136744375327158,-3.597255163728746e-13,0.0009513385901690391,0.0016576756495396694,5.999338366534328,-0.13711742231018076,-1.5419429621590544,67
20,7.742835955430749,2304.0,5.9986599629947515,2.8117676420589935e-05,-0.00134003700524854,-2.8252027583058314e-13,0.0009320123793589924,0.0016267996259102802,5.9993472871334586,-0.13571171254170092,0.40751486856271246,67
21,5.572406284431354,-262.06635071090045,5.999022179643226,2.106744435122993e-05,-0.000977820356774295,-2.986400513284242e-13,0.0006805847078387148,0.001180692554498819,5.999531736926168,-0.09653701922247326,-4.301759959820336,67
22,6.591095989521294,-727.578947368421,5.999035893598822,2.0634990613011104e-05,-0.0009641064011782774,-5.336494099022125e-13,0.0006709141560402679,0.0011649371103885642,5.999536194342281,-0.09583448243809967,-4.781861043441713,67
23,6.591095989521294,-727.578947368421,5.999092989078915,1.919459028652936e-05,-0.0009070109210851385,-5.115907697472721e-13,0.0006309837831793572,0.0010582519225863507,5.999553802130157,-0.09304476595409716,-6.474311112313265,67
24,3.3985439341168853,-28.92050209205021,5.999439466574553,1.2362066163370953e-05,-0.0005605334254470407,-4.666250802006628e-13,0.0003904085129596909,0.0006620321692025755,5.999733893132199,-0.05456720137059223,-6.901929487884884,67
25,4.211557634910647,-66.46153846153847,5.999454573920494,1.2124048371819606e-05,-0.0005454260795056953,-5.523144131102391e-13,0.0003799760217983445,0.0006190088120092696,5.9997382107955906,-0.053877582792084544,-6.25655937208691,67
26,5.708842116819782,-300.5217391304348,5.999466232285534,1.141869190465207e-05,-0.0005337677144661157,-1.4422957024384124e-13,0.00037143964455655775,0.0006431891945339885,5.999742869601351,-0.05315656460230744,-5.034774535706265,67
27,5.708842116819782,-300.5217391304348,5.999492234181612,1.0403452959753353e-05,-0.0005077658183880729,-5.777666902120934e-13,0.00035293557298267153,0.0006392209234036272,5.999751921496357,-0.05173898848626601,-6.375274755334468,67
28,4.211557634910647,-66.46153846153847,5.999505255280469,9.911232202720262e-06,-0.0004947447195311483,-3.2324391919355004e-13,0.0003436900143160537,0.0006368408464823005,5.9997564454013705,-0.051030389635394524,-8.590660860502759,67
29,3.3985439341168853,-28.92050209205021,5.999437561851343,3.5927996381096306e-05,-0.0005624381486573071,-4.1572052599695415e-13,0.00043263224206759233,0.0022072408562507917,5.999768953602057,-0.049586877887646263,-10.330745958291887,67
30,0.0,0.0,5.999870838862785,3.4387395399658113e-06,-0.00012916113721495037,-7.29631943586491e-13,9.05695527055636e-05,0.00011434404996180092,5.999940356731601,-0.011912655247448889,-6.655235624529934,67
31,0.0,0.0,5.999963962459941,1.8543414849101152e-05,-3.603754005876425e-05,-2.765814111734838e-13,0.00010396005892957109,-0.0006953086456178426,5.9999543852601525,-0.009452828671434599,-10.261572890096359,67
32,0.0,0.0,6.000251916258718,0.000141019599708342,0.0002519162587182322,-2.1210230918211946e-13,0.0007871244421267053,-0.006055074588402931,5.999931710711602,-0.011247764232261481,-11.826564866516785,67
33,0.0,0.0,6.00285159553877,0.0012970685033773693,0.002851595538770013,-3.512414240055898e-13,0.007329062367277454,-0.05646052413362668,5.999680358887421,-0.03409127768978282,-13.171047021741712,67
34,6.989043986420502,-1083.684007707129,5.959809747125914,0.017057649287277998,-0.04019025287408606,-4.0129756897257e-13,0.09689272651428026,0.7463610857755612,6.002805024520071,2.146494422116483,-5.274216754936812,67
35,7.743291027716879,-2305.0491803278687,6.0113243172586435,0.005967754521982556,0.011324317258643468,-4.284466645478813e-13,0.03341293042564555,-0.2571924150247469,5.997714883194592,1.6782613957955426,-5.780945332983854,67
36,10.104572193931391,-24453.565217391304,5.997429506962348,0.00025387292688779583,-0.0025704930376519997,-3.9960075049911304e-13,0.0022407984732347726,0.013804254879914879,5.999095076180322,1.8055896468723742,-3.6256170356917496,67
37,7.691406271730133,2188.4513618677042,5.99796830039132,4.535685512001471e-05,-0.0020316996086799932,-4.3438552920498064e-13,0.0014155868835942006,0.003797481440642514,5.999053198697242,1.8023120857030155,-1.9082485798198117,67
38,7.484844991199741,1779.8481012658228,5.997453389351519,0.00026119096863081603,-0.0025466106484808293,-3.529382424790468e-13,0.002252870634250487,0.014076908415745493,5.999109844091885,1.807814528045248,-2.413026348304771,67
39,7.4691549665887695,1752.1246105919004,5.998075217502016,4.123309335592955e-05,-0.001924782497983557,-4.997130404330734e-13,0.0013394745222557328,0.002206129100841281,5.999054042546236,1.802966802170003,-1.8284406206512092,67
40,6.86299207035935,-955.223880597015,5.995124389353896,0.0014642794959217323,-0.004875610646103645,-3.4784778705867593e-13,0.008646861361436737,0.06609914646560355,5.999561041166277,1.8715609218761844,-3.4883954699337174,67
41,8.03441628186756,-3084.3373493975905,5.994207270556227,0.001880311456847544,-0.005792729443773403,-4.021459782092985e-13,0.010983362398542645,0.084215780905879,5.9996574713963735,1.880725303848887,-4.323668761569489,67
42,7.456298407647707,1729.7297297297298,6.000102800923858,0.0007381274965466428,0.00010280092385794859,-5.378914560858549e-13,0.004020057941064074,-0.02992531471818438,5.999091406777315,1.8294873506991238,-2.946030200460664,67
43,5.303395566808274,-200.01822323462414,5.998807161520395,2.5483544108103635e-05,-0.0011928384796053848,2.2565114759896515e-13,0.0008048716693642635,0.0014024913787125115,5.999425893859014,1.8821990891579712,-6.189463605125842,66
44,5.921760163476384,-372.06779661016947,5.962762367270417,0.016121131858518534,-0.03723763272958269,-4.530505324130072e-13,0.09142867917203634,0.7043152603444014,6.0030058534107535,2.212004527961183,-4.927806758723128,67
