n,a_n
4622,8.266564586607387617644494965411828999610570672211595329782196837882589729238889880154077408497689865977994012762685430796882644331163888908318238971903822367612108963177195558127239166886643423193557861102709672207111010028143885007625450943720902882e+13250
4623,1.654457709245830491633632067151011559272951703401067742596775577878212992469954036947169284487927349983928558851396752655229670691808605722281238051031264443701534314437494378597226374509135259226072186481934128962689875754913807445592535862204367177e+13254
4624,3.311922988854439743672120413868532746940771034481030931635767919191460467588512642473213638837648548546395306753724273945990857079403866865169033624524124671008509831635355587537046170804878168553515282901447458735488253124167398361469444034584739968e+13257
4625,6.631300690395565594520358582927833318423953436718631983790039071007825090250822200848655833685296629189675642599018721858925876972438996861315192274382550393681396299084088057394094846242074567826284463383897971554864968649960982647877259692963771524e+13260
4626,1.328039902299539935782418950580116790436148314276085268642972339827427244157900560077107393581444138212523196040407649744459879378898732294199490858263866872493299400841932680788120898727725025283580634907738931532177441194176891099817888949318342014e+13264
4627,2.660219167827513363544983846050055358043537306549052088648821009112709153242912125245941032603448845457823239099406417095024745976022816415427532995825018602773924783205850610203795861526821524513867180079680296671934124307446100642827410873103310645e+13267
4628,5.329881872689894857311148369109634321620350737172576318048349907084482327595423600545100211151809563069738674740224456447749287796784453719963346567585732699765024425060522857309457214493848718450793614229103779641675779357401312033037593507241330209e+13270
4629,1.068099224954228965761715871017475065298782784634318613330445678938874803494608313181283088468518497123083532855788112186254891802136505260907323616288244137026111795339134575884277518555052464681049340083369865804313850412308799862358740704618478452e+13274
4630,2.140915106388256961341155390100782961550096761375525037972297610927912696193740685108834767296662661169515564213955645834822173535039758018176366469555178382178961375201896944247568533654543748086670748941338100880284230102941544136217883849144206858e+13277
4631,4.292211397554432906143471873196649684597022916988909827222025250354021040092518256816194995419582024266223181186224575795976274702345419303268981445636587409731561755356662060996746206029259929392769509660645986229910923255202010790152108465083732713e+13280
4632,8.607094084410619896330237787404979955241105792708952203654353809622579211181419920771466200089703668474829589252952616153862787680097376790138347279198189485380921676036153204337578203692024340110128311260350468272625710863038192354562820635676992325e+13283
4633,1.726337747707928865650168203273193626599281290075214849894116099181544496292645604079296088545340851867260016601649361839736334434599849974832055985702156882572383741859227399073493019786468322212447612116214668896183627628654902536133566290524394312e+13287
4634,3.463288994744411550889358432778667630574863493692266210170505960489858772855980684422408331276137504433996231798810683123689889224840797573849145255365985517092510471772946505735538264812296492792248234804204904907818719992646976010603609631848767124e+13290
4635,6.949369887807471916150837579865226930226296919515601108381268773359965693205145930029316032668918548125518600117927014952897661893324644684527735508698457562598420352540463851519774522001129156082809756943845790830301424008786152156130858458346633877e+13293
4636,1.394748273091733044262311934024301859961430266741239821498254342017726530771850307255142422597717487444300256334063160255480752286316332317873811865836982324361236935633039328181299945943329106945067424622481766855027471219210232311767127677805387384e+13297
4637,2.799883269282164065672004801942282050167573330306708831428837966421214636632365315968969653315660504873116068199071641881647580879177238095898648709885668480770351707234338122824421810525977558057809033648458690965045123312013663761597536477263128568e+13300
4638,5.621829719868645409241556958295969458731293319215900534539997032611741147771696418647412017378821747636981173715539489663710524859361081678392573454575640615590514764460159206666396636394726733992006565855873814831640673865095979374431075504436598227e+13303
4639,1.129039398452161722287127267521837478430620936159772394211372897136859569977380931539877773215018695549487945487522836718139863440263043969303161182743631418942966245535167419350844492225924370934548258865218543664369017895899851590969214852496893695e+13307
4640,2.267953444883342511912821536032644155658782323132524894121452664468359280300017596145056343393824089155807410241237533105442252140492056109287566714954145246364717019231596100465392142916641295916075479735824653622266907676057302576802672119140575105e+13310
4641,4.556724602584720775460366125560952931210410218725768204805766836069230231072224556657871345755830007386066213061409759825908231086900625212401988598087293418282246372722773133717252485693812380320216570358222494805407070784362390876076503839599529211e+13313
4642,9.157248837632014286445660754454023380867679277494866313088010347009576802444659152892561503405374348869376831865376757894800022707646313649838421577812932409560559204888699629414607330657446241843194958713641382184318084610516905425670964975345666574e+13316
4643,1.84064831508490061715987561924755472984822240063375236497921130995084154449161612411135983046337475802453697250929258142645368315700008245820516813047351528872637265385424972869805844275813565480156614504229917994557337584342508376686847212987884767e+13320
4644,3.700583149657870255478566486199918420291182054909699179566626558971159531936195036954146390316450771107105989651826964852262312180579379276940614357069800855000634168961201374816631373094470884584393073793788873609237220722829265949691959783139298422e+13323
4645,7.441543824005051506807173284475075137361227401242715660012180325454153656353886155037352183595990875863199414665306196756403478179692626820622906627038342518032704805440106332188590188853470155570469238078751519458775613200513371716061575328791988998e+13326
4646,1.496750554437859126002811843748172947919428638926669010357138519127863600684578522367244093778446048753065572908910995992611956002508382681416591098850375044916509799992257676762057013117167317789461964929419084307003823948313801980272940096641084149e+13330
4647,3.011128564929262279289587093446773424525779201834861438449824947643648339158286041590271021390360648718211849599784791129154620612082966441832830256986262214230327119865847953228962679127061308800744853903453582249919309063903861756871650830949356417e+13333
4648,6.059023499989524414125698172491448767631134906540904488602275167549490797525246164636820955513826477588279555740188491118712354010490433163611465435559401163428049335126449850652279589781619164237116564285975570743589177832127290233997048403401551883e+13336
4649,1.21946522975654474055897249738218681686920147882206990341335982402592581180831636104180565693580345451691528336209352508101584240445154500399171319668633218442024962933766898582806327950023260000272669670883852034297132216021081694101316288011349386e+13340
4650,2.454876416350718634624233629293238228194332927910275422464971791107247795847047576304268784289882085737103947751410848513043700344603463986106022080715680527894059109674638967440300155218967286226864950809120116308542073643712786768537447323226193878e+13343
4651,4.94291625130669692106465659654612493100678912459759104530025328718202474323616381624802074883082567565098090324667823063047430501416023737595942387638804480548184907882660007550082404066054474899060326585205291395646339701007404249754756822290539352e+13346
4652,9.954747696482763362380655257889963967309812119170026356726893342068759953175515402094024288843137724188439664415673850715317350941860790714924156178177954487120523005056626317696842145674970321380197351534954956961988790025691097184005118586558153666e+13349
4653,2.005259714295664145800442268259878833256311164949514786773543134982914512707128901699565246988228629469474873325979025029753302296205969950068431011754983857875513858076387793852120528324622694852527024237978851861524290438904927220485123981117532732e+13353
4654,4.040213793460105838945193509133371415010464666856052366745407496346647831003006451666760534828144690569070103776448494874560243069681578825329260255510717454290395989573452885422179031882315803335033389156521443052108874151181773589051488460512837584e+13356
4655,8.142005501678220491422712741611165830560273868747229973244508253624693291383965344900692380604596570077745939630472991416028107433180494999438094296267144452407383446880106327620152520735830886636828746548514604996568143756746263729124651293506299753e+13359
4656,1.641163094892307623471176405041886884633662985722177434696266081266661588046109965413844421283703271259497426160526721969806807152549907359611811631330250996594164970332431203976791839257194314799958527505829280618467610741308580259578268250775525522e+13363
4657,3.308760858190394206278785953773910591714910810393452678694938399990433774442829861730834174306212776674443732455208990330979821001826806350694139751018700199535410829599171119319231907839665577855725536879193022726797023510466026470034892103803697471e+13366
4658,6.672249579097973015407154455099439580914657827510989401281894981777741212323466768779722094971255034936450713647263415805379765666175983089074175926130553519659626707986042131536783092331024022960106634025823888972931626831617826826897456243044530365e+13369
4659,1.345774926694922982707288062606649696926308500099370988147850028167038098262783499176928215006082648979612420074942785248347851454948027550990879538821081583969082262916876412415953114104552722324741749039249088600317032040835400949743323366201244594e+13373
4660,2.71497483557063742491526922319166433014938765105066319160774948042378980892896456259917847263870268820390306545378492059497221250507023190698949789462845301520339856791471162952365527687467289313171838449863075258621627207983232530292021743950126689e+13376
4661,5.47838299662904529825187438662786837787851704783477308247927688801029884767808417858052075910672928915712204680245793463378118374962159245031179335009375477165120602231210961432298008474844005701725751301882563530359763367347256222743380778601215841e+13379
4662,1.105686887145588363322391221413974510055045810198585396769370535768973227368882167726201426258409028054373190781959031153523459604549675989670464483626598935512854666607783903575994483627801321694257916942732875856364937945195645225965309918178607276e+13383
4663,2.232056037749920479930696409582837544450404306532618774473849576093621074351113177319813274772148026474883887920476272859281913500272486809190199773035396043214569994481428251120183035043228771396891092397398245556532964921925915299546457625530317919e+13386
4664,4.506829980005055960187040077064709664176362026868432300252139058780410470938829667235802428111395839360825071761121882214748471870967504371112661818953773167866781603086129952329308612960090532339792754151291842776851137791523341829485765967806966626e+13389
4665,9.101864834389478817334805528226926558075708284786761547410584343397161996203011630433474608980811707121068288472428855110159299231976497552062360952628937966819761095427141138719942034525545568678841914998397123589080580894887604560035900891427071751e+13392
4666,1.838580693131788062163405636317515913477644443468504254486114218442829073719286763747711824238118481637589363216391517943645415009874891545285650459392153566017296875951202387889301778213244013460269762240277851704234406915658918647785175680184304884e+13396
4667,3.714737201985445700456583546142836341538984813545469111811694577253381650974010019351525553112980458095887593345756531440460266169498729265432136986294834154853090526266113506863748080996171122989750164141452905614632378625719899998276152906170558313e+13399
4668,7.507002515811010943229453453755154338333832138170723763668675872103465214098615364027170885174798765712491075365018926922067246497385456194571092119682808060223368977801608245145891917422779162550245725627485294917129841054266484834314694917319027908e+13402
4669,1.517392992649400625690990554732628117657692201254407730442469620697419834360271275979666175578174193098112301587216102069802899881740598009267645897582216723547633625981746466607454720584951080167033929357254623987801792838634638677096431728257989587e+13406
4670,3.067768709532254901989144795903140405829758066637248265207483643057569868776477641549400308356981205325833449142600331197309589236062601948697497793931644341313346103669230305601655085421573877717251578431531045931401494024171427893525333266084892867e+13409
4671,6.203548177319968924550813265282091868310898579804843925065375956625331318877781215688189975377593310054457988436590833664175707910945065716368428640100294344040338947434969559373255129315781518589310421326052695301207530617371978444670922407996664497e+13412
4672,1.254731184752530172256325534996335670236171655665943341077288268882327378898090443523357494678335414004875243977116862525897687268164560512485554962021246752511348790389429224078264071334638741890575488565683826967583168233237079820735803509759843344e+13416
4673,2.538365704190866239651406096591117205333422678084646642326227864475828026701307015980815711169395387535051439556363254389935339702776520308232404484595933758522279110000849814644766653444426435678694252525140928809878960795299044919277580680123725791e+13419
4674,5.136303024449495681194327639191983675313955664580826305065797584468207506787828398886435477338317404438211106404323196707602436747216357586136323963759148918567565923468770030688124828696712058626284147407221629146720474359945273230066611446976304567e+13422
4675,1.039537142134998758770032799972772852501016054347597898367548148513190728309628486654600539607584481867980228806125657121041492575626807948412690793700299215622824729089154322418234609957428603417124838683759797926578867225449438293159470620892289246e+13426
4676,2.104370919232934488592383173356398404305625931775059029458125593884407728047240270811446946070180421311201398918828747882959584052647861976960244466380062021377474734921826826873319672020147406098844041278750575715314772763936439285502702143326012284e+13429
4677,4.260861909078638747971242566037006132795389358851632678818824308846097195425207050623065103746194632330753463447024602099841221569624160735506668869335509065148154575970849299435626008133529948818462142914419282660502370513685066397323866152233167004e+13432
4678,8.629099852017128035358171501329534606425011404304181066314248807794972477530989126413219505932604411462790383523046178334397244940753663399205879092663164014613838771891893625924391224486068065844955167406517756291116857142729333171495161508273178645e+13435
4679,1.747939421570550873196033172588240251976190993916106364588741151195193247696956240203658477865533323463532179638460141350533513433315226942921275322283389308521295190515166994136287013046951660227035604689207835696051053669471236701978986445430055495e+13439
4680,3.541441625579622605213411699206654683954021248445414657141568708150057214624595658947231942783004416237821387354234392703168284336866677395450172449577596329217470602650409813382343903099281293515612937637053719646473667359391533834135280809935720368e+13442
4681,7.176729970523666527753958414884613288532721804552513868866477789619340683576385467356936986291109905794155711864372139374039655896416470641532624141669753337034705113848961411551316951578972297339318978470345489426961580878979071125934296977207957273e+13445
4682,1.454674789354808356574895068430621336238009380460523470819763086489180183817007615858846530999881208479945848992440600217691536775314945706391309210974596791882936942655225145674027187054904006684033949058052877310906642852069467060812447968772341028e+13449
4683,2.949157636417862346882517744883432572786567181632401799707835708908634724772573012127410810145741225120997874191846143721662577429553645556589310581822852075940144445440920774822402508393930082675049882141577493370430274620177350463587735821395753685e+13452
4684,5.980297782521277909251645840035515110887723584892893486962819528274909044087005142434710667617620938358393017660002572669870732322720793963160976074571705282120264058314784517301995521624370706850430827187946360695660033321315818640770492438776359541e+13455
4685,1.212942912969727511553919992959348983281127535261790634811276581370990684271259415604080352022043321643785024831347673893572680336883067130386498693186965543436637893686615630377831540485595732556864765467261875426413929796997734662313366364583661761e+13459
4686,2.460654403225327842099028360974561969914654018120471422881321485496253422959680128560079380433634290331598059821744996648098193892835312213079595156629810778514218751107803928438648927356300606373375004195391618361870752147994280415746698954737892246e+13462
4687,4.992908084466969134446033175616328359116822870047549087879708872830221026638202649353058759878190090442306189973035404747716863142213006527809199178829549828542743955756226388005601091244906520094152717468268839829334260006745204871683699872035259435e+13465
4688,1.013326008868052219058006183735243668493711298497169224986220022610349388331758360826540387546571930567556656527303432402647341954944136963509099747441531256624298830911540901560500227501194852021528451189537554358500918737770512232830193527741420085e+13469
4689,2.057014996459135684606276953078174491376426653753204503224833384726190970432831780096562554851190704611170653625204895668369330045512532177761095688891457219928036411108052159327327211128570627223638934490546046268728458322445847156039035799957987105e+13472
4690,4.176556450578097703616374670101843200889495918038082035887244843491746706619406890600270656923809744274232637463524384720760775983653394122082720655863086054359589717786170165501823793356051233084739301697715568139372775746235334167986138416375698141e+13475
4691,8.481874916017156306519364740113473441583226047439674341435394484818510020644105673487905806204443046763076274043509334965108957538453605518678446006482860185387722911253330208124137260993540718371392190335750293170741097507165566551062456479838006651e+13478
4692,1.722891631637525179982091079939715613590510212319589767208548900103902558839772038414358753142139524733805982079752685848827153688306936881208101300476282240092952827421894020002942375130825718333703487345447789200665749622079416516048710907955066668e+13482
4693,3.500391576620949902790252609627733778550044301787304411655935063891712609986587063618101762165719178662178449110731698864426425987243810189917542510637304302756395952238195609974298681465561532851170849195656249108229707513865434275436651293046979802e+13485
4694,7.113246344372456395309341148851913918516863145009631228345031369959842128543196742806528064933843415951894810221073460921972288849140361128621184995224414178348186802699310146851989899766878312107534087909285245951304495471829491628205243517289730638e+13488
4695,1.445811249809762730005796098245326851820390718402933747673023569760716200090796206511097709863266422862591874706291295412780157924882202697060799275563053962840229447483104102345278192581962512326306460913885261484814509252735626171100785250344373033e+13492
4696,2.939326710912707332606642782610704805888648007477684617036121732787072657921380699022336148619084960089526062088640158208427305992108051037312930679936750394337831779991615290722560162582179851788392350711709911137874630728139633511765102758004567089e+13495
4697,5.976908599661499838440839799352792570381732257561587564691292421677328491328177289645101825751461398885527433809744712592012879490722608226863958964108306528500094510267918672839072376669872876434264599293839509473482186997750404314283102160781826847e+13498
4698,1.215620008500701079220327463840515473861384322130324697813991252046968775623358548683459264926034361769785366979618270141689476612719124360377403583661541217556181619300283981651755617232314882996878049119387348071821473098095169605137165688795102671e+13502
4699,2.472928257577812191263198028917653459822203798188790585594849184079044003192034190588495613179480988860531376515287928694386062896315678864319078279173272901352589702362141548633543834923292690936270098087554833536835864799737534720126117958064754231e+13505
4700,5.031733454149794130235399940283321201740810225443732980307076923366528086609772536333098954187424795178811911137491408580928422524342571539162099156283188032451476134844787442829129716702222079351884280025426403580753708527778827416141885624702037433e+13508
4701,1.024038182380051057771834718034922813322392944640968245113121265848013408870493064548430798646675077367573311279348530267776039594675121936964797173522920254028319446345649177325161055430608316134252719462547602280835091393841730411157784340760816148e+13512
4702,2.084524799285922709665915637742577605997745210358427148030202450994609960403300800079783380556091675543286265699573433029977403793219303566681737777853754794456280740222562646759297748752611933473889981626388652500376204429944841584831273251437714459e+13515
4703,4.244146396838703787360411937898889028909403973748475108761614333654470905610803113052901679085458595753316917164121536768475308659960030900008964251072618331289102152395359413922290632909967654732453873157583646239083389627503660840422507977150601735e+13518
4704,8.643029586116673762380464023809388014993847873851346690546644193088743964765193664796926209533733107630105480750263475721113032493954039126841112492683182872841147307458415647874362603894348701955446850280622663973544292508502471345231754768578683767e+13521
4705,1.760491682744627063899718873127344029629731203206091069659524660634704454665190399463600675173092496762482344164352338715487629116757501079350364985236782360466745705274530256400129493375381138575992318328832498942506252446590209204020988467986328421e+13525
4706,3.586693537742266332833136892021851646198385130946619051172127261461456534205466024293279127389749563999031542631931332475152744419742387322132613813892047190487143802029896580221679973464934829218270950200355245204463360274656233725441886756089267799e+13528
4707,7.308813129215096509704042920360574809462138849977711905269692352474288332823715703066564261193418005365736606546752862994937269667680696029278615126417885808961584165673994120786519781280372284695295758652356570025427622329385680322954835908896752183e+13531
4708,1.489675657942324723193313035600976891958666382157938740416005589022190017885565474578530252815672456534961344782992689627978392015744188201978107854204272433432407148610686625747725458891505920386792259670988034506186942218069648736745359227943467152e+13535
4709,3.036888452987549008771459003564232871043737292571482260836015820654208595470120198625948943028035208129142448862240852623122579438099920796351794028918660765966983024996337285739946554312204584678046989726847227061423947273175361405960056203087880331e+13538
4710,6.192388502062493714454912089213818164407605538869732422792767697589210112356325564476553719404920558614610714496838151260827491070680288422689036281417694810452086854699111562222136408115261737693571069654804261863517445805959284821250019181872663137e+13541
4711,1.262931418600518622393655188659456361047605377415376105600249195787265511901302405622953735990346685443555460334448975971920107336876543306512685873592928332193765221860185039544553487678248751987882707435457079892694796789193303371446253975025671008e+13545
4712,2.576282815269904998505289340678238421481301504125858417313026344893674639560320789961572671716471640579891125964532439098719141738297614355751718450089716800832928234709369287222488089673941484157300464638968512220971857858055697679348285374979493595e+13548
4713,5.256534065255014477625615349082198468993355387309694794238052378725157637029917116027881980930452030054102534588768381104362964689367583777685776308728541447122667776503918445755815737110556313324723243987363098997189973680556946862347080186416394055e+13551
4714,1.072747689456373725840648280593007296851084410048375802750716324409612144959946397275343325258460637939911527573858890526698596999495534287015891942570145234170573027985009082616875987661649681207575669026059689711775481191758401450339933753447814435e+13555
4715,2.189716196959833523887193171265212519576064332269038792213362009700339570609255988602929543257978029225808507174484167828898470829334161150676623650268528842641753152955244878994608636183795842683526636856244098486171884682872514225026549347414976858e+13558
4716,4.470645075966746009134786638271631793612530195124054898767563684456790056500458242813898276798605220015326089193147934022029486393765572318105946830457044084271805716444060676171175145774843843081499386568079057413356995265346818510282230918085218506e+13561
4717,9.129450828517402903457856267915980158190714473262581222225770371384435556751339335562189024672292320266051584866159028276265422624276294915844091466083200627945327609804062547009246631775400025848129969404542293812689153071179972786048118401224062569e+13564
4718,1.864709549168021308507741739150142115131509908005035116728870898172149170179267746025078653055569064670050870537499449103596876404052323405928863204454490846831669295194313297444920765622472227466613344064014850793970292023998265409959926592097463515e+13568
4719,3.809515949074972492227541299860967060845091916082591964397840557987049417200619766414238182297729689185871748688442207563206875575754679313219795512042273936083357601365867490038986836974125264232698193841891921812641551957553867780931308610448537602e+13571
4720,7.784315653454910390996448940523561001600821318823261378714061181555192553970639853892141591313868468866904339561557637833487423936806938371483973998832227485525264104144098570002749150666659750111700674293069096573099048440547739671788811407833814483e+13574
4721,1.590974070358634051576475435959752339642606505624315848262892221605580358433566652299041265312501577823718394946318406556609179919038424404916011145516969572663387255381731127709653316635840849640682255827332924580341744809581628653837917000806824599e+13578
4722,3.25235367636470459183618615362195779141380019731697777083121657755252767904002275075851287012176257967067210183297583601281771524428018387489036306835214029166331789779515476365714743379118295739461979056261857752100282310710725563719712661004970011e+13581
4723,6.650042397638679159725980664025935031970944449784370956785302604252398229429712318283098425053241066490042899308677369107454804787132006933647903560971052823062273672385942997680156931507904007772975249580902963699992452412648515645853570914474836693e+13584
4724,1.360012889601705555385217315909156669522013888689373447584486975539182155598919780953006299113069705879337887928632542288553129346972169406240450353356445734112096718978466663855104891570700997477566157623323732104726071028396817274469518394095607968e+13588
4725,2.781977274926653568719030500145263371917413582181254114870578562214737154280188731716242462110558537677340559909867786552753833557802702540474969103459776135671338395933238124099864735138221214600016261152691539457587580200013844902344126039028444765e+13591
4726,5.691884195840020397320906601401543247160303965304885281926032244640571357920632293648625738974612337420396983837087959287258033935397196890179085012042961253837800174840694392572282352622432218788424314240210825345587335375843555798307362656111422432e+13594
4727,1.164797520577595275818520011586160138413833466747101321820922388259962836518790599024287943856725161002293729627640338211881462184372021498479000769490196763715976763064378871271185532825910249089848153398925502743522598007624253654229962084238402432e+13598
4728,2.38416717558546628588556509902491254317951144106442223894914724495199043594800146664976270909111578353034653948898449818118582343182281193412642698720632966840798994894759514107976036260942508420058640772207639674835507134822410427507349687281713132e+13601
4729,4.881067763345839301070812077185046814553427954643426740090675090156002231548306200425171181679768074256012058114721847875080702848099927572588219984773729392310882988045160073145134954398317378071504612038253878547666514408587709735267830321410767649e+13604
4730,9.995046423250173974876757166386097843508483038742573474435749614569973515779760176895055141429163870870099595652865550329391720403368598239762806284813494200792583780077650114531293006849502689238463968288837435308545755170774169065847696418945513504e+13607
4731,2.047135647769464301923806070757539098396636727941655002401008816262056429404397208042536616817004307424274484896131765046299450198002460826189499503295163908915164870362715245629841375635813966479560906262393024485448854170518596011475716138919836618e+13611
4732,4.193727752174300598296826487089200940747140109942159483822966438780858177432484225508186376159284389763890225391260324653688621714275479142546392848012662313938216428249786645953345338727608354437566655211054085985773105165609483003036318301722908266e+13614
4733,8.59301627053120008470257287026927013363373170126335574254536615045902587140823295174150894776628252974302571836834401110467622284771921495122999189248968093634996141875727065883043599911829610254763047896293582044621338536602184916630820494629810457e+13617
4734,1.761095077423479177873257706219752682642898719481667133774759474131962542032352108667173332864960673746825526139781981552999372543164943918150006682510329383064039816882886947474219030376751980251394337845519972756202294630565129277883604325709102109e+13621
4735,3.61003756687878352112133539846038495463045720310415511349883021948981972226109155237747445603783025117087174515047828275459958065337118566082609440934854123233641814424420067682378446505281191857906851261444367979283776030975805840801909109783385988e+13624
4736,7.401715177760292779864985444686233398665758703332827347581815453634468551441389623553391888059405858544273527473797583536747263958068940213167592032039846801547258439167965469482025540452206641695421750785134717303970426660446653035400666798013985423e+13627
4737,1.517905474932521254463229333396773222191603029723251792645633472929458481157231122501251867331833750822637262222167955555306130339707429681638542889612234251787886192073025939332003557036405558962962540647697227770950202547742157884526332442355938072e+13631
4738,3.113499330528298611474962196003005185332351675743283013946023295483804758293457820362276485894786660243343932703111805099888984828761558176777767461950692575917540235182337980206022436224612050566780611462663243256261541433087142589737467960668614924e+13634
4739,6.387699799634476336654403942531506686333813719114823106645425716088753110565654807430708471238598547404357374787357242643100377784032820755333208983976895168951556423281048242295706251508615226742578601570045271723849600208383556258156050184696147709e+13637
4740,1.310786231075440374259247331283705014930723709623425785068468392819693994233099422248373938460532944925802421224993027704355681034066893778144850811236646266265577052188764936360906238106601927174032431949755456421942439581392830809684868765983527847e+13641
4741,2.690362971102787492422191154047422283529717532034146173219433256767707961894252698590880813274259830115599296537042821066960802932346796108983727752744736540469721676754472396013398448612873590611772046179607222083419558769132035104854542657976895846e+13644
4742,5.523082070769402943031373359180295305457178746405823854653010533637976247655481213688438109530267067838994565347172806685426815897336741091418636452824267653472642499837149899380810618246214742236411223933964571315229841701992036983200149281313280843e+13647
4743,1.134080050344001990473882796332247986819913343642300917980074588984645370503180767532181514319833343734753676737419569022485472967017600270993734038049463492961636254214870137270063826475780670092830758453485054443965998295635275591768742159953337462e+13651
4744,2.329150222045737140399348669873444731540515112996433735934386077098066547274715288314038036959294336481427291085764274550717498105069446850017208787860342531603436791586792103942595873623177359293653488500162514642980032242301708340758893430996787739e+13654
4745,4.784569249251133046912015800536119759125661914365621353118731752719138955627155526996178660438055510343228226276148157726296968170008992924162189435331019090232325139054515394111549099280605756621873537510598464855759443182314875249942311546954483046e+13657
4746,9.830593221922842414248127773798972785497471475665166144842182455682435126171559374242026522126127572784189915955671271855395143027350143872951660224654241339695007231156413683483749244372721607072483905469386462569177247432784337794021967278188716917e+13660
4747,2.020263996133917543966886859867116409638438168069023770468754767851899119324625676236347890343723848431291235683039007009056583901301762806545469586515275944811169541399827983560488201832754627509749939034159060440241726981661355826014569854308876325e+13664
4748,4.152675735968816762054321282002778289219079840639548049854392704339009889838080791708585549047127493282568698051633423799824502085889213795718630906795095798183297017902822603269033402626275701057598728807303503773898903850697157638384771260945707944e+13667
4749,8.537670602203366692577545850876443514243607724532486505386096673052213433720849843009950765905960830281277459150049655217762785326033508056388853885671944526867139036872760182104355425977591133469717708142725109030445003352955538533171255943528866449e+13670
4750,1.755667334881166080790994285454591972094318171841842233457544389176035880244701624876086009017818907928248772129003048918397830916228636156173339749167573259109665207601369854298616268978137117710203579016483205933131962691241884163834978484073803364e+13674
4751,3.611074953004963687228311737878243288242164659488933961350094988664695366509429211464553154614584989667810573037886853798771076166125174901907813535668773652860048504137614186016740476737393444213902904510963652721934879767477457378034918791898681008e+13677
4752,7.428860405901628278697177456184178321623299294106444728346718660424172548739524900620390462949098842978930250777352905955037960092288615477091073732241249485840726657447634033770551919948353419542372953434112631691576550369005210040314041943242871207e+13680
4753,1.528619143083373027598782712970032516504910583381177738042945069715210053155221457858067069367627091381915660551560137812043390209741258186931834711239939092366211602808764873198197688779546431248158964668715739327068597739877580368125071320178723243e+13684
4754,3.146065589723045255760135924553439490597722697847072034680932407475662429432134830862059280635949307485630647261025302305739703338327954834639568079846424012885974821334502462141897146754990787363026563941544371115661157075665093765723575133189131643e+13687
4755,6.476309783577098818642590895896456336110288984068530026190699772804002586293138075125423666089102814016042498313007041770435920737332513589438253377112490233702149174628163731605004690792173655185802976775018685916137363309094968520657324503275291433e+13690
4756,1.333456337903785501050892924169528303710033026353583912466883573302050764092528634058072241173046462595001900028209979990653597716911577187953834189677507275776235639175006635857046613926159225513175620110329553324787239444088233628666622284797631789e+13694
4757,2.746131375610764628077729373492332208878084344419779321955370043569734024768265810025877613400840134984100514064288921412298478809634365374781499155878161666304072908246125027319208707034226671319378013287439573957068883040777491075447320031373311271e+13697
4758,5.656595528146834923508903475533305238740424693712483010741506558942677352861275588079384825031878307652813335616769805427848182290429540543803510347026282391927696490173854092523635187389423255164919500990913806792149479348948626930714574139713748132e+13700
4759,1.165413991691650854246265718907268217229780091193094665435696845897421135760552976299912800912437034786504039542899455040643914570010743907289281426877981975367595497193893108706255685853270897150156422022114745926812653619876350422449085287165899719e+13704
4760,2.401577449117971716227504562396206335544138286257053247338486076019830181695410198278285445753895853134556037926050343177697794111640761636543304383233468790080059295557561357337428478001355746083026423453409699975314950960638739739848888332573430863e+13707
4761,4.949988772186714058496183412331445374156267195590708012309512821879142049817056571100254721197482623542810384232984582990697140400288626861341448705770529877001608010082363179633442700251451503622977990844175720483413355393397032413113353483472250739e+13710
4762,1.02047662105539988414694066195352632304211724798927530812566960766064538020969108715838989715105151927132645956278410088337873184768578124805062533377641841430312899583077974387182260993240972482986442064653397146561869993026089544555974864730879456e+13714
4763,2.104229548429735193785525186432533314664185626963040271959220109735627801671146417581734340272533344755576955104480256171948321438269031138231561944212400519482534937500142326981727054583645598028666522670480389295777118511370374958267814273432338789e+13717
4764,4.339846417457327109255684673432717941514139166418396006722572387763451507567234134827664348190995480839147928945219557642510736224094392908058624488651297876069227007387124715145277905335774274948479001937645046173251726923359600854420270975500833587e+13720
4765,8.952550460680890380529411917358650191730786948925406666683738158686357916605407663067238185341795247482361884136853463638826004437911073084963858293527703504236341946402374555159841392426673242160883121265136625986202556338451492592253072210921858502e+13723
4766,1.84718480215109995874414844031673089136973196772805251852132358822518645618409049676666616240327052477380647420336296349029397433546275879861602231317155107630316903480458487169047598269700554050642863609114509665455584153237487701496027103624983348e+13727
4767,3.812106708587298764012822778382578205696928274694822620231670322426985641323906557027792694420799601300210806472138986127489702617302042886199754086393919549612142444265661380004259330477675644082591739165860335610292521733151085655731883580882580749e+13730
4768,7.868842722812101598876941296207437539909550431959417984598298872883511534472389722638400079519312057771328117114404154169745548318650094708335409451207778457068690445456941722346033189589049392399436323919112593387980569734905415204073598668012739718e+13733
4769,1.624604963993285966704844529941884417720015666958908885707728701833280834502446579252471042600710228726667939104655473449274027852604212372577224624853568687875700809034696481013662326874628694605190122397778949680943347770803930949451627408352752478e+13737
4770,3.354870512825851377958161622682326984382318995237407090113011256609462026152011864053683793449741453979643595166127279614779579548101657286397952534370625456044567941985173063578814878870708609103587447959954797966527031325603395561384282346692930006e+13740
4771,6.929386819147910143632434144375965224635787973359679424838366964595392995835233909689875126070591789130276639086660861091731546501403176608634877947579477656545639441560168581836443213668147892686569433200534967731434941953358880165212460300311805023e+13743
