n,a_n
749,2.043068165925337067253412565105673356948760855390256351996002246157595476201592910866055478195319053208769342121925834023921270829449765711639326689420484212742676552861323475248539934929842103882254066876277372550692964640480547687207531385769818009e+1555
750,6.626229121395303879589206659612185023813623472191615843009975292471643496966555949363243195239973067563141264348042373769135777520178001567473493524516629975828835733278288463586091157012797228082991946739714698933594692484713090609901962581348233778e+1557
751,2.151936656172639732644149504799324165272021980281062759438365441324161276520610296242993815726889792466622549469675128913825907298401809755974146608146221926323784063819737413375479097397578606409022574381987676963027098052335594427380358521373527363e+1560
752,6.997955695195730489542711711412577724031729477559011983040831189202004906157771824084625557753769417189748316870278349329984115025163914758767674059701148636812880034185694560555570661655008233649905257469825081727436176930498909005670098135808918673e+1562
753,2.278719109411184391790842669164656651446702164827664061694396650609568062456963681148854447122852184349052535493255487528514220676846325645471837217832670664708593540806093790505510029421135372835377061017778430527999369439960277292609069492908210061e+1565
754,7.429978083948301534123693368366563146671090361522769936681020468081500636213635675680445090210760585479995108570110071437725253248181840303492654733607013098561235067884507419782396107915959793051231101200744158169443691422012449278393678634763140413e+1567
755,2.42583153700951365753214613156390716469936990668742939633398714413914184146767716428258265282014058557831497231387452905020947426675152409584167814741088509147586761864132472227850982965760925259080267007262589191338428678512289756385396027797642592e+1570
756,7.930660260531065572694490715007040603913877373259365456511967926490526337279291662136867501087539695894850297428503584285438492688886756085237827189691813737615186147400724045171093041440048182610967779297821527209669590059345942668279807150450365316e+1572
757,2.596168608852573184181416593875488596427881655921358538024720315585897535833205139646441004894864600205068609825146917040137726542601351509612063090874368441417363304389079040039205722490926381138408442264744741709474733396582261542874402708491857941e+1575
758,8.510018892430078607225055118395422928887467184719500545595197781858828885353401287607079441362754724438096986935487898323088950275029859217896741474624840042305488226832823431641807542702025341825112563434794903707906780611011076617531475241969690405e+1577
759,2.793196423215540836898771919974162643134209116370700811558532184410692255836750145289994285846597496872798123649507491369053393066223167318851651703502030880893639415690967300609526444815646607069288192551677413549988961835669781683639366418668796202e+1580
760,9.18004896333995492781838314055917414635935288637156071709997179486247257678875543438365742302578122338461468101423338343435922454688473645074018216159290259746715289482415164854100160096245393511807964053606698883292306879857940915222218057086580988e+1582
761,3.02106682209653646552519793675846588196911814175316687345676369564941880114646628511476369675545173045619767291344654122792077759761531671871713778231865277513751235630331633298261074989411824114934723553421340353612727246305323270222572396912808077e+1585
762,9.955125212567788667393853954471424211983476586620956930589958213748953535831213108237585865599730845070512617424937727428746078840173907437582017495049342523355122884008285403855265635869439016617652405168747147465124762435204786312620356175378081332e+1587
763,3.284758415102908763502114624266472855800555791610062193829253553650764255449537799475951741760958627038588703040198166823031199271928160380383539999742359835374904806039821796185265990400450460614095685174410353104413680974872158269843506320743173625e+1590
764,1.085249775668547662270715097693658385193526164971698455887640239283854493885927632244535717364892210042330792499248242228407107531898241834638933375937662863921572713301457096210366104836962620519407491996294511607090482607069340672012742313996651863e+1593
765,3.59025084688332602974588450052496988898797944332798806016355172812511676586076666951203017096390411863139901846414241228758570291315849796779734661730704179504906831999018202920268534010355095343921282753680867883813159144284550183862757721297043031e+1595
766,1.189290516007102956934015915003383359406463322055258129191454811706981277656601049380851328668848165130747453514687231594486549062453522323536196476101173357071513890969138467543050585004951925116137525166409143987858132284507059356090401074732830068e+1598
767,3.94474059633239741431575649437789866355746098280844076514110593161701053548680898383092873966889881770151987085662735707129597368394437042382180916588885323398154513285297095193182987285864334518564700232461668490277465054326968434859266511330781963e+1600
768,1.310133449660593717660974718965065676430808774748099572101408837522806301832358737318111523445546289092446052848865350428166349359420925076940265704678159559471406699879868748930096276040950404205258994005177080912148747215112233664710990884908226046e+1603
769,4.356908843978544258151581720518350722964069615393752106155350712280377468508547617152912947217428181378440843556325811439859485357064137657750462566240822232235882853852245238497963070203280541417110934472305718784219477753312872106171834923408267425e+1605
770,1.450796600519333675023920584924864911370807233951759451954944653662067540166687798987148788073449188913844620406584474733336934828611411058030486087203869055609037614065563042083500345479279145108538783504073924049644916124887822068330772266384726096e+1608
771,4.837254836142888849954729877455549577833479744333007338694927412209653125571596680842952512942618536842850738728697554877938521683929516692372881050560776774388834618884845007056675779578253395517283170114488797051960405866673448312262296780438786255e+1610
772,1.61493503273817374602617349474487866183297393995531223487490827752842937693333144468710463859303747763905938239178939540162391374162089963758944346199001851979353865627752699702140404868157511259030371863408803673559213816681563539027400524437783386e+1613
773,5.39851190674914734165128255893161657690192607176504239918854847161858546700280655530618119412598136758340613082660725962970080299446259327441210539799249408609642873992435764293675262424846116599527625820531507883531713113222470007093310389545177975e+1615
774,1.806987973845192534078101886361964299590177248481163227421396787400329442784367717775713518633260506545912929305347366023685593268508619284954306255576410495780575188273737600610315840925418869545523346934569828040547532943554316450768866398657755314e+1618
775,6.056168148914835827428244555224080839953516337090277841396949999283872110542465080964258430484040166807845160890609444440007516046012331224185111596222617138758476519352196960621462501651534156692647516966884390679397312116742367760563335389339084152e+1620
776,2.032363218524613623904659567949489933643080647115059100265454736690744492379331993573489464987999764559707590567375937009539107700318769401496865963397846439125164228183481432209848211513899910584430749951713824536975993678014381107497061745078172662e+1623
777,6.829120001294120813390859979315778010878409735801283411041323695984287726365287662918692156601461145637689474024379113993329759020700044801266134241824802242090761370673760665297366445382647724333869765823126727310348333860469767581430136183355818702e+1625
778,2.297668957275077724629052813406624141293902713100975171649830662160206405542903771397871951430286912120101379072023275637127878166713050352563158025086100772082174506988983224904377281538092030533917516912905001846650826460590971277574919426816996533e+1628
779,7.740495183449482090917594497832056917570402493635758506596857830198214241150236636406998418900360440830478096008326601760753720133461334736966212003944723713942398691685808592687502402030751722657140782445728252176288063343707825964442059610415269015e+1630
780,2.611006125621302695082910348942106420549645667714084951512974894120469876659244881477157518725682702148056206083011545196475539290269972216224299091662728045551943115076709984726908468938916500266936269475166465165278825508708999375175816617922808658e+1633
781,8.81869208597323900435543876049459293788229566560305900763326767511020482848329006764280862268689186102100391894337121675376204584256292411863519237338326612176873692488329480501923270880361260961459163337199312677755265692807269727862211968541477676e+1635
782,2.982338230889424032584593926908278994850578206559045681253636979224411561588140166355963683615681386744202276592149917485069082539680833678851539912742294439960775740644465172304205127280893855312037190471573471026340515377426847779245560890215735377e+1638
783,1.009869670349081945717706327898632853522311717940873080267758844433280762149957240045434881868945167154293349410148665200261515679183036635060724990568979366837689776479628616671794880123029587937596409099522966746900412183388348169907490913907000718e+1641
784,3.423960680646598760258768816834251834993973361760733260092441275197909286357314955938471464697504487539491379476317838495793414034696203342712567436454046746042800786317387795141577991745997698614689208628090172112918371519714727080011219931376323646e+1643
785,1.162375657538963718286717954059310006478501041984614322481254747876147758060672805844895852109868466984002764451477418551582665614018665033678110023378230953550372861886578844788418782275713019446907706616312275370454752418094527439145286278327127259e+1646
786,3.95109830666992395477528887959915490458442625796083494721549848293668547208217569650221407167327543292345347733428209949679474801593408386052305338961576330109706845278155970485028869622611958853314450968168605067701299646278243623500668318374299003e+1648
787,1.344751542545138254020675026735680405298901342689957011151178475345802149554165492428591738930543074679866190547857272016331616967941278218767753218610109566152094723039798036840969551454050010977825798198611844484793291898943772349401899171331378934e+1651
788,4.582668584750895676868036368755187780844100835256630324191629442775573233331712854874162197512429068758441835886701595161774355335548941184248615011323246964324645632826702342939053135667135296720768949889177616843097598516360678986344650038792553106e+1653
789,1.563674422841252378471502123528211097039275056267182243653860392923446532758235775747775239436843343830628494836651841027331727259197108380076208860787609528157752796892730929995409889545690845924600545155860292479077497338496897499910218671326097818e+1656
790,5.34225971435280139103106278374990073291342329658143926644938083525148118710773449305341913476989408504489024187165836010475393810122221794859441020894563504133635239181237165445252675014878778739532317761677802223863919641171696173038037897779168007e+1658
791,1.827484692889065368142098985284089027173793525846035009976643475986193916667632897233687498012786772053844750756163234316064590476411585253260986845680131059610594863740929641313847721829235867374662517303311697535180398280662856055330202991283393495e+1661
792,6.259388218440268563238819981342123896034241725864405008889205659402220614641039282472441828951487812132307061362794846534073763526754647451240583492529107363252948365697839780364641988603473299209746716751966634971097036290616508028862740706149682302e+1663
793,2.146637558837094587146341862942005217425565219328337956367495206695234055639488894738967068819057785395868206645192079242515662088100058742576836685610529386857623834688674938170804826662996263361837173768721181379802505473006852547810596000565820947e+1666
794,7.371121376799597035270918248156635911028926813634092133706432402106364141087955934365389172416284284674126594614234177098482648234176052179612585133867462334373778686514230952783715296610880786400830224981390771670716934656789603507218883466693081684e+1668
795,2.534286522340897652420840388065847972972545967307714039948428961863525854920431541252454417282812003877989370085072606567661112881404946615153366300267410811722300142305502546938006294289091394187029889643240661050421717566609850506611180439358013118e+1671
796,8.724177418987854073631008090911204756538792166736186761731014034224448523843039297486235644483650038160784738920848397420373644478633164541630439701247817337423332847123571696443227235724124054490827416410993024562330386650854424165933217663373368422e+1673
797,3.007039968443820329698431247225469265548748175989889478819897224243968211037729136905268845782076381674551177236605168256558279036757364908430512308485163190369587391773234329562460147325359096669278239217370947866176332991504995114624613322451757995e+1676
798,1.037765343867405533629413339743913595820815458409225878726551362041192964386287987463062383706366045138753794777147094992446483521820967095008811303906948274299116647401063837304702736702346084770972119483969927501682345534622044302564614314584836788e+1679
799,3.585945572303276674600967756776152540493219629571384879580666763710926920505569630202436251831092493906718292038061392538631460078921308377893644746169053159475977068809908636193738656662939491946772676340037283530517413480881206804928404476767162163e+1681
800,1.240658082431473447813976220895820319187495550936820127224885749708601471738167417517621149296066169996809648078008330480490094510577699593575835730299848275992545777830157792754803847684258072983315865656973877033216944536291776264041053132949588e+1684
801,4.297775541270178169966406792076753293123590507943862112415747639569852173511917953429957624516424868523159004685395515648517932809446286775380592803541267203281478627667451875575901098431112221885697887232777615406532648061467432106981537197719135741e+1686
802,1.490657527027037796335294559747410603886602421961279537652597684906740429320828937809917633972131487447009880851042330106592086205525414255963029881535886660815027046031882364665898767710625921851612011323521466926502623388525858068172347706283622608e+1689
803,5.17671045407832679936491331406884541126794513120191757958785538981953310122531390712170535370880166704442154700993700296802579066863656827359866526272256852253047722324129007066498472417096886703444821986728409375216577458693920177849277662833893647e+1691
804,1.799993953289442841156195570065185801401131203969894067529219891338326979072583056501229861908159709963202666579020109770199021293154901720075511114146306845082269033868835496624554544282774959103495772041858579795678418824191104597769343135103669034e+1694
805,6.266553025146721581762462079250321131628928089249914267389413172555177966422606399242692384872237838911184453721468567855954891650126250849821572317525160746286989306263390809154669910290976639797646598883993409898591247426660889415192509139527417168e+1696
806,2.184370087312863674969253269353797683169339087198163255740820026211401640469290727151503561594306139922431322345681186033525199286324612112801868935641146932510348480144914158108753953849914216122541778220442179830501136806345667372832225922996575315e+1699
807,7.623648802720199992453723773846280225760385707704842553847711083558586209772533595524642095609346358003263284722693532986627369999125911560662263343820957201227903599106876937832979870830046470739403043588151665212364775081500454696560647505062708363e+1701
808,2.66402338534381753901965375936108153859685461424616165486655660813550202760664698862686107394068693973815942478210800586693966444053155450804735825991168129341218843612409753268676671669989021141385379797645415052210188014210443828449180430982143087e+1704
809,9.320753181678285085681829956929183628073562625602051230495695874821085569215984858521370862847749710055179271532198464106962719347127233131232900043363883987128053633201803387120530936344707539137736947409599565750862156216420968955680938564229458144e+1706
810,3.265134991492880286739259236497831627873492361472824746452389465729730798162207062306163453280997195330664488329435934408095515155763198631151755068223396955160432371883657150716314582683426565976684549844147619924143696421384286699834758418740888669e+1709
811,1.145216955610348212644715655659074434108751164616700770208753003325895322747320360492614166016871949116686352394437602087371573699216875582069882965193955353732586316124282394575022967824857452660885524644131066594520023512559230681742155135308147776e+1712
812,4.021705180334764506095119594395097197332460560927916287276425608788661648273401959322707514787043320717567398349716090880387364723557588529749175751375159989602741398715679677471920675434637187884041297459455847466357824237969052239882320779876349975e+1714
813,1.414060087726153429440269335137280947315671946745568777534252799664116089752400232546750420490325017282672072281268806321674546732181456956653345666480360649806284676262124999444829084780951824527894538564737387373921344490679454385527158331983526267e+1717
814,4.978058685504474094738614949159880359524396739025174644060942907609237523611642693471239761267794673064769208776360045249216366231224686001300166624379416084748115042039922535172574673758166971461758217623436142497613722996313862675674377381585621624e+1719
815,1.754631884106196785644608585371849133413319727103279782291347488558495619398460129867916659001616925902559809972812657022265039040931401385803931975577297687060797470277554171022962095760963615250920959274436285283814258851574839869395367558519808962e+1722
816,6.192203535615383393667684384896188951829159940300442185372913244471900522378367365016396982906159224404740977579994301843327025988418695100462920793537284576186720790338129386582735532085209232327312517868405691889465815479424723021328564169487329838e+1724
817,2.187947903140811574027879980401429058783631551977743056185519785509087885528150561769126918780114154952926130591695020049565650446256641470628537007892716450973489821912927607569320269504963864501929948533884639714036018629476281034263719011182310994e+1727
818,7.74035048617189386533399696068713579167279109701618741101812848914833571890691783647976311319757635006179701058422528957023681108531842817189743114643011322267704136332027991548080665442945155761881513559651512941053873504125177299489521640663305683e+1729
819,2.741672148440963871616479520587070451514431143611840951299983166625439310488785069340727036369239738288580917890473433764101879008063751047597005263456683946379309562798432455241648807522031944892676307314164757546707098330276593492246588488078712303e+1732
820,9.723016216565101063159452098218740811525345811058224549865838447059735041366118831212864119790905550120023679467041882560126587897854487342336539684641452645872739496593085336927787621782211134350545117587706930764443879856886948992474202476474265559e+1734
821,3.452362958222947610422063505717081944964885782757171127016748230707429713744813564344748605543519965170604862755724377107931785792810020962914727445953151325391472119189491256109940511665804692542612213511931130281730158718407024765710335815557178053e+1737
822,1.227329544676097198785350100921230675124137199128254569655677551775236199927607756198821298647204732686915079096980859046864255880738406316037251200474357320446617918540701885539476661855504220103277412250795530049042476582045924037715670075866571054e+1740
823,4.368522607004389262406426600015944408650585153942119357190324139163394468046398074539437664985955645524850514798936202966146178461296074403764450254630408274220732341115219081608209888873798286295370609659824347413590080965531915611711196959772039712e+1742
824,1.556811394497020460798396268365917414182928647043850024036930933662188927071624839174481412582007845178710255533456186598423986232589554151775276203358727234308376280826777692819615467378845800589815612903673767480332631786984153759504085421647653561e+1745
825,5.554753481947067736582460326981262910547857988197380297798564929839230613852173478259996391569104867158733783853806160948971698011398311880616181210888522646421273285454785131962686243220523209175035888180799857417932689024429510692391831012889355717e+1747
826,1.984359308272064107805281059738520502120031310441122499250530568910912411957377737406680690579926540714433616619721646328267070189788987088890706269517672441129247851541607563489709324359339408797627732519113012715449006271786479117346706021147789017e+1750
827,7.097443305548616020787052730679067119259200786554688240712602103806491628278782488661782637376515621858753078805989277359377450588336782360772249430286016382201085714408421836809632754672462970355272090536906416446700590520336207461540480505757672572e+1752
828,2.54161059004900400980362012349458704460415106427534283416035164157333205383128476646661294399084734197439613198271762024042407513380707891346139959598013540628414340791392141144058363640287376400749414792603014195068915940936589430113003424611844673e+1755
829,9.112570802106040112196872395035528430579270804734056040700075673294538772464640490109907276714183360291680522346024359134629080902224423251014551587276258270734238609606539628976600274832210180649371481025659366613647493216594075571664010830578550743e+1757
830,3.271124030648007435505499961363533817175505827802465530167241592049352926098631567340457041825055007888445795199508380608224911510824242263090285345027112733640112004079468501627965332892830798957155998106001668222168726149533839198992630396627174419e+1760
831,1.175646260848662126854373845283408355952876283511014082998612124326656857943729723432010999201632270169187739410868639229876595640940029137917435324157249979964674473985131563297502884564238653735830725649377329042377762930267215168314655442307786894e+1763
832,4.230378745881006473441333288319037878053290865859279771616171879560751831297204837359745490685881498473337947899243668174849340819068582962708589383072757744201764346832203579117682318895469910029048809978113282785476359906023225810515309307905953411e+1765
833,1.524067269521410868670198451930176065916329005075614840880622318591769477099575225656038279137124358714022421595166653371586016585439076796553473250331307266776448205683058878096532841762491882206579503731618228256194689766919709644992143146040098892e+1768
834,5.497315900097498035915008377279429374065454360139726338357458467430346468227934216451860377547223845146123725352040769887627528630432964200715173411578486205981150773748196273329802258003380799535393218575839002244825699091226339791083930835416204877e+1770
835,1.985264144642977935113068716478726021493845207839415305420053314537552944191668619278523062580365476874358467737024973217369718094022893284300320522349821377009836657087327755337083947806051318412059076395760509754834436329946061176576310484040803576e+1773
836,7.178047475583517346777955652075200058787040782162913594185667249262476458075507206883203524512866553435845739615831248467070692523814999425058230250246377077231105924260403803870620136226555181677614138904765142532460897325631455283467972080467664631e+1775
837,2.598448738823028477994345909906418432312716144347899316566623030273890002037620932605015707738557007578010284423027957099644576089811906271996592299759119873656734384592699981098763535317279874662986182834716637157833751459941564863030740836028979445e+1778
838,9.417619924676715259607431113735456391771968328300897208765522285000316069489722591843270750786511355954601995148898106765686660591600901942767702453872643538829559421176195345363951274827526383227072722194268815266274689375091218196477606853105173157e+1780
839,3.417328458810952244005285987342104015053819216142441019719541734480124628750255648012820947259954903605793974841764682727912938926522753457225429155428504563913397767864791235760520679261013511438831253910304830111779974191030367733400547162784488783e+1783
840,1.241510015390371024943011571076783608594824221810027516962398606094152647033263859365953392202183705814800076160933959294008571491547692626300483459919737281862120409888766165190619507152208767596376748469250648891461617588640630919214078313294475865e+1786
841,4.515762102900987934447508776275271613114852638725465334479210598406979652274543186103345538096436780899053209267760169766538431436050256403300464710609373969176271742457198545498406337741241035232467716791205284868202011114136958969349451259202119606e+1788
842,1.644479974719334499230813026740613635855668772958778407792602689258144301033601544356209188266061772835471779452071544490140693519725566482240793962844517286413453450718011061778944789073121069041668854195274452670902621591820098527431387905850060802e+1791
843,5.995732073574492203994938581066154877084643866855413078651948834081041259861029485841666117675696102790839087525527270742943837037315407993189055901866827417346831053269925977054161590441114776433931491643030147050437165765405848000268660045703294938e+1793
844,2.188624854968501547685243403092357431665075067898198681956049886561615100285964646658900103120742374129998152445960525603671255312662698147505816930641725822849183336669332410803010568609740521667375014642982365017809194561348336257557781863830925544e+1796
845,7.998624445945478031154974608972599477456512568947638142779863829932456824759376032010855427438228283146531270116641956342139441180007460202119021139954691763871200148041359712719977079953302183361641846443865567254194214325824238965626792562436340737e+1798
846,2.92666858271954771183912658319680160216726433161952199764790440079327616516087386675922722510619762472720416842094084003560786173554091543869782123005356217193675350246855170493238930170098875162809425352653357361114660715204437504175807453706114712e+1801
847,1.072125034041800355072853266365146028030946514608466132442388069668155789076877841509514325745856019736745972951505994589495814671962028552659945787747978700096179377077521539056310468402004706152458649041861392710515306523131877125969463365155348149e+1804
848,3.932152688041401392207908280531867628220450377214646985862409428837333794141852715842506627722737988884681773319788474165909379367918242306429434732496485673182072809580978031242961511883516252535766416211897193465436646939282681621870962843310991484e+1806
849,1.443868859192930821335571564540230660081414486512041889898432589387201176515253086641794601538996816529411070942774785516849503319978822514582009338400317052841807256919757567809864905212751372906504132869048801904984406335909478590658417222091349425e+1809
850,5.308073918502016029134232730925542269588086563827315373083020760646715082787798525974936379059781963629032786904974772451546953339320346072842683709185243920516023523645961180899288088997376531383780592868642105163136200310442072244295552318727371234e+1811
851,1.953697891247454159436143384452562558844634434581033523316578331252638916658146232536380491737940666905454351374397290144303524956935386780388403105842057663364168006228049960765577369418040777514593857972073105893215862262104716402119746531020494132e+1814
852,7.19927040010010613905497877989679669604722006729825918255452765367531786779747936389482497820825803462631485875071614688038306375785330076047406757028958453405482169824747517684222294446275459341878350662908073006273757237499476982148125115522765674e+1816
853,2.656009329937464560519280656712178235735706283854240691741445068701443742685735235835398273757662929589052481484036054897538860606547300701157109368260493869980701946490430787978616916877471509903019786544179815137066443212025087241351240105385434897e+1819
854,9.810251497664407112104581708072960548796951697652530119611899717362585801371267073547886545054612276117513327970968334989042497243770080864308543145222336705807326085357960569596003902471991328644243258358152019168692511383529051146148726836910612586e+1821
855,3.627768149793621390718151728176641612748412815474758573706427642833496425072380076814958737030702035165119703159925985767677157203689185695287555995024847004280058974825165426325253296635448979268664822472803114646852354041929598011356734488956294865e+1824
856,1.34309628529981915878552175628813289600953555812215656086909686480397671414090006855536754056488919507176304341805367390044455708408446371878964297667039574688264871316700723908873661177722404978559218387031832149421769800364917331809815500694047606e+1827
857,4.978315542843707749834234434632139999800319165045402330632353272937932773802647043823782674610211816876519516281636657984186446354037132020195640474628303427525084188322606902308068432718127492754777139543283793918507794231928631726515161286767057421e+1829
858,1.847416200410520000218821423799029777276184977105804190846544643668451388572157674185675796270456674829542540010593249936210770439280795089453182228994145298296850775600152714776246556669278382195773509373515982821361675453855781865587792790268769627e+1832
859,6.863624868687133286127434311149940679575795117352788646630561200986726719652787213552150406912203153257610289249962361970353401700214036043585734381216295995862789190608430506550573098219742493067506571157394149564530327869724797873288805837778859176e+1834
860,2.55298465535503143303829571216149918535657452416983235051786908635456536515411952828927149099177105274184720068204686314478202464845856245913628319220638686899703043836445138308678431345078088526131160310867982825871214004626953826275266582291958468e+1837
861,9.507102040755724616029971710821657611548174208086462495394938998239099668677554235164425349756257451385097065488508376986089911301882663254692861930680453465987438500276360946172498500475933716375634224112236241330394424648997557046245401083432640805e+1839
862,3.54448223692822327441002727328547215082647192162970535554422255624912370772884364394769371062158361967758359587345025183171407015009858381901597622919444902722855924357890714054507716801234504185278224053218583350048686653730622990461382329162172209e+1842
863,1.323005243947360246471505483862509094285093461978396067212547124987007825765526757669721172550510073641184271643458022185463547714695332479050721727215047572218155825929546184164564048781365937205934158400402364917032231003110000182066953923386905557e+1845
864,4.943947551514246682897311907431007157277908249622102712606235092846721423815109899418914243871112751059249324343492465734222761641401310323550858290403995800929264658511735328047311141181531493762258055117829675527620754674532142654320259290873809348e+1847
865,1.849648007055080915254653781910052226201325340857460447879758894124674040534398533092852326488222078668681572750479895349206046147506396899122588498878156752763245128923184381312832336795801028412022883099187957007970929636090168176553365616807590096e+1850
866,6.927980967332850105497629251899597396915211079678431559163521624691073117064344395929884454566201231584716912471109331865315523418125050179940178518154281269356256366210248483925234213681022876394079300950184802424149477624501879038424244040942065304e+1852
867,2.597921747905467932515524847751045582928195758763754415221929398654739060278364272589871209761055117145877841215900067992598594760059365729037945743631932765211572801376445297852758487468304063217833125641246353059410670594568815160852450279403895689e+1855
868,9.753189190425240976793886217200100945843830410578585304660723016904545468729369703768861616153653402577052562867866998786864366703211377654192304053296681720391624462458420330258606967746997699831667000823372321027518185273423819249913404344816548026e+1857
869,3.665792324263326116925290151827387560337482645648954156663072516961800686078247734631816966648564566183593622682735810215206301716682346604635706062136754109816041342904807097218777610505512584502048936353982843418185217664472664256274894780117498627e+1860
870,1.379396487328381557141065139106941288928928278605690091593134880381467430576443675296827422835699623008237862363688118189599364476260885981069064759347234757505621969914534981106172093347671877872096870174828721355049252007894730594563545989665914996e+1863
871,5.196487035603595349806366675183853673888437288207946457492546313798592851465312776474505264748200147643547750122444010817779651335384751103540285574902697594412161138652786026832983412422517832071868877991387866177930928995821217870209388007864021642e+1865
872,1.959879999621166379107116209150181046214490226933023825098582570213610189883274364158175205613615581548670042359499212505884505581749735867771222312472566130317600726336551372613965640133007106817435249600033826357575910005201428365869991610188836505e+1868
873,7.400267896384526961851940635264011280050260513395580737065667492292696829042655766658315563443450049426401773760266304601741938810518739676814614032185856454064578424000588073841097387773367559997647348266033119394935034304370302449739940277325212658e+1870
874,2.797455324729293981248489860785172981613158313337947081403867187000227313709257190986853199037461110737866111709322505553473511040267585081955581773992561210270408962612847635228138642801388020120850036769373692341270337990446312490947602798002092937e+1873
875,1.058707681952179341733323132047499300272749290251064388553511569183258277014672220561090889049699737369112597281841460389999093986304425806481021918991681737973750884576127591994566338541783412556646247762948257341323137687938446041877823475572500284e+1876
876,4.011304100991860029628066411979478214144322906826080166752018812603999073975611921355903891032452451896276282670196280257536784639322189546385203787208926520733800141644832718822931889281640602261486987139047823827440814776058872539729314344469229609e+1878
877,1.521567284982118262343352229058294713857764763728873053700838239440932313837427193173826594744787318546597269867167990252849915571327039620806278874465861694982748430806762288532203970766778818534607085120615604057043476404933830139918067490734203983e+1881
878,5.778195367295173233691428228746237236302707654140561998831279970186553460717921183732066729785234414591330000813419427790506203913079528791149405464087408018391323070790541496985998244491824600602324922708638358870576810156775580405999954327829637331e+1883
879,2.196788276148425098753240919609181772600114623626065721737294942723924266681254149056013145018985930583794439552591196357886768273697407938388930807011158727056571513960588260852112395226684027866410931390565970781124805625673212840160116765756849954e+1886
880,8.361391138910650061232811180826136722245630734412077210236242454920527809586086391864850520282056392059812910932209068954569781718115304584083512525987263967679636118223320963041830991950964459479710380490621761066704298148280763646098055109777799723e+1888
881,3.186123990734940228618001074437755042053947838590780549082795696706602730198598874938535998087635546841584802452368668724433688474980233267367772748458736669815649467307067510112218346144495705471964944240576618509929076356368249099888591063264967039e+1891
882,1.215458233891866973682707859961426453580592242022938141344332751432316727384664033275620352210664806086750115198903288820669893333423082541761528494479226697982164191404530139544951321342296415632768883883969719827052000339803781020293614077981090643e+1894
883,4.642052866531192972867153756638509371262697480788090157509193632746588170070584044462265972723035008255236689233924274843724102348454612606300408574072033479939735803145122634113442999682332084525362774288077277816879304998636749347209677219975675658e+1896
884,1.774893262745218558715236261241814235688648872524174873714454419743146708005073419656495435967783900897456713351183907367813343048840269462858048774803830147126209356157258495400864774632469158089790560785309183164222403099979531318154563769336043176e+1899
885,6.794006518226292864753554175243847045929958708196261106499529518929411974659734725732018545575307035466739046155375684416985193779540032393972395736025847454386555934087819031062532990393398538230251365596140252945598180978956083480433306749601737705e+1901
886,2.603578528855204624772640780172147872106928558881897878390903070267860651433327269234451278216349312656496625788890405668976380219199306433040496129109831083966721281264859598422784100886867784957668076204629660237780920880364617057799920016108144413e+1904
887,9.988628312194390484868183155402792097185842846379148877051730879200970506490379961147945960131924530446731172223873795513781334761447153346204998539899213340694473308633318873612765227433489677846622632982982815079100182330947126886454994042632677366e+1906
888,3.836462172989104522096680295356493194757806194296026922134511697947250785507040992899217323937224721916097310649942566542207398395145643282191417557327197619484374947414873713965914140545644153964275110400079835827160060723839350628266101659806164972e+1909
889,1.475181074991735208191647277591163465830536275055286727094438482505553664860542118610159062538212226994036550286359562283467254455841420086367831090834478715949164417099907207194220117912014151309261966897428880975076975929900284001117752968346504426e+1912
890,5.678694918345437577414744981112641749141897885350659690544082618428926036636164640430620385126733539282862003390487181902657124561738427047037204047167529709154679829301207729202370490789593275342153101745363590049950544485394426481052274855502459459e+1914
891,2.188466919541089333699415563889791803110355192052419285564453983767096782703073009821474426514532938098231919171932333403087589466899275490282669631848707927825195488299880453536129263385980983424000123768587562005360945891584477286098798239766568167e+1917
892,8.443434347386774367878732146610865042383464111888904368799549924962393813102517594628460724832407323008803334526553381130593109435330774976295460472466521551061240381470645733086725242367101515746782181690107223642789737767614192742983341742539288098e+1919
893,3.261260001048854425975357311245225987020911607046137748308595273920774100579261589270007464507995401878232859873637804294369554115539247829971718919053837866224739492982477941382260648769838573032789135254544924175648513070583506905413270009765344982e+1922
894,1.261067460676015804438741756606339579901466724097162790321985387055127337354172986657868941361275815046763457901927262246997466584959738422196321540520948403965795133636042112954216649559132336787430737726851870593416138156990884501179129261448090952e+1925
895,4.88176954442651033847504928429764100790780809359279273124226351677260349217579948735058067880592109177523994586880070046825851246896006674126935643097060846469755646061862457789297926278928291845296098520871754362167156689278789975058400190133638962e+1927
896,1.891915530629100595066805993815915249784900948537975532141354865860017081673336653234437434820143948528682613663842767014694626912046746054145771183311657147867578935312259440310609662798752285581992106085770767175136747111416775182608714236795032887e+1930
897,7.340255608576917709925616556632735540851838681861936688943439494234336246144171377840675950351545114755337292423015234553699231414943082031509896591015101812368322665386276253486329733338428724017158054671731993686609764732107477039195055191650516666e+1932
898,2.851051461428265148338167630840791082373068476990292320532634484219424809881875216705755434945416775771171337330226781351086250973558635413682324259969713749418385380355041776892106699958302083828906824095635928088163133518234472526633792727328733602e+1935
899,1.108620285623564156286626241975481534082927393616668507517512447839529420395594038742093249360289153190687161437024884109268211556655335347433008352312422914436751513662485208712403657847386836091412190981732531360329192845019247947786534361687785143e+1938
900,4.315627373263237928461445821710366281148902923455887345269311069809717470931276718395760225484980962414091919393495068956710264147231184027831949001431210740325053676298324183510893024453963911882114427639711983309302375926183051722774985483083303951e+1940
