n,a_n_real,a_n_imag
18,10681.7533594967641154555125780958572020540393578386993547340612679302984827467655643765440421341159336974947169642331657755111087061151037358804416244676299315438921898789796566191074611726823228707933207016791067695380037600876553741650397596726745670273698769047525834191117588427129527520301113689086162025955227186336914178668164212999431037263454180838418484094038266324464754454034116516393377755206437296557295174025816900250624357551078856886,0
19,47264.5973462587998219253834915790800399982542419496562048509325359690001207204621696012069922394066259041992675277048155504281294428412404907746384168011948428858532731140903714676563647211035471082829857398814286312625479351298983895362277774371916772216723256268379060835874620517782525925614220061303638074177349016589456105093419148345862371303606927161092166925559411858674903723982484791551758169464381253840377320828630657305467060428174178420,0
20,221025.619670945038000549520695079478446635789779524558279066840363018418361433637268995742736605231742344820270719350299200432886135887284364869030964188975411658116968961254693741320620792357505236288978505813257907727924454563128226225693932724763250605816352062868863221232889048033299366061190739080088452065963018362171655717794121173666624075507576926338063021456326796656560790934488431680940913353826537293556329890811701729701158192502748520,0
21,1089224.83628589744303045214927641998929969613578103156656579531496084253319766325821877436844559115837814288785158387737344379563753776510137447408175495815143400406658839770009297382733220139441020689339813394026805620596266592590181588267285617484089768823458704002647809323609381557620415650090591325478176038196450953279914017338725146907982528693884494597675689908987819878405265689917475691347726624908756154150131537491073031518362780605602795,0
22,5641998.09384351553789530212293261717758864011934912184057571654260214706861627756722875386681859693330371316460469457568801495436279934677714645432529837556935918678079460324112373996458214743949893740607277287036713204644295012196361800333973801781780704146901891087087563141902809524047083201329498269129852560476074969394694748754304330723962707340656941352950553882191624811070053084790734039497675536689563155880480061417523924924349011915792820,0
23,30645294.6873220858059809108351488082505195586406522688111140695216561788766507756756867855870061962564606105159599319542838489185133083592012665272393245061568037316296933507131203782317294708753315565594993628071201310631309037463377641467161653042376527412014390409220986368680548796647591227185703652226674468348269298208875478357504046614654615269673882098743336885290313612548292820721627601082270799752990304754477983509721416659543528002051118,0
24,174170811.526463948821795064482763720843787471892798767453269910360142254945847725869359642999991018783226904698291850381054853104437829221345435579203382411505183337836105658093299545297635789754285480360351323112182063740364790136298758353277213844538377498321330809790946750944711364537284525469606148163580080208035621027889681144654514588013839788414235493568924425759796532278720222931606911304352499622761259801831486012287710763484547829086521,0
25,1033742438.31523439794295816726075108084563959041227757381229766841806356747357305475026455410272590502271818368540395029479570267645381883058435089388089136099048527300543273400612722327437389592283684698950512807053741780811543300677369276345289257297789691945612569498123232216093799938216444471310953733158842777760194565814877263318760287846952020058262152451997994270260261931805467284677889943663441659059793520819999234838197727213758937844305,0
26,6395721647.37648776624379326969135290105307316585649201582918542576851054287834521516777152685054941144100831072752880181180964532116396397776055202398333068113458719547178299882681341149399084771702606846939156795867785181998004446225469504959259436330647028099136599942908544256510617369159424275371258430371535163391157397644621166094610946170498140259112682087273502764458001814384593764099590773826298168523382469434933113279249023972646935963102,0
27,41179776728.5841282481147992963477628619218488213634480701724568086993095990266386628956731582831707545716564425299465289947984157898215334780127699233622557100144642252186155905143997451939997849803940450957399217159424360917814397662282088897117219104499994656603504162974923891072911831739272167447863253163030960579168316419260799026076808379231930017915242256925598226465374233074966482076735424474578689267654901883173125957996262913708018916730,0
