n,a_n_real
1185,3.5491553203462960531212977251056358839231288237965891659354027690140653577277813580433926550619437670181178633343670857577193084986497339607065900637405621655764160082686475042088882249612775215386548809016014622996215656334063730906533706997404850654808446816204423357978377466264918982395748573297910251705006647822145503710341856941640940925808170e+2593
1186,1.4869613348540036537624547711098183933557632120547976209686936785886670506536630800361063632007952015910856396007034422730386605253753721864992945749048687014361225382293711843660059759604802764810406230078811513220443015091482217232109622769990286150686783060408580117970707767831388279666281126164857511020627296493219523109763573112271481498911929e+2596
1187,6.2350606516242683055096069681891394720945444521847736953890343691532913872038410998014247137318603146293702203534880727454583510754200783869096133331318337848939534504762573946064449257848380698450808291257645395818575692981313559870359905221906845121496889203641989993602492249117346518503755280522591053553549320357247970222451303257092537755657546e+2598
1188,2.6166625381108190612475589015955620167700509972251837501677078540750245421822081378619832291628842242041417337863413601899364415820239301249748520574971849608118562714014570452228305409601547469171264945927716986874107261728343431356608667650653987614511958562362406353916853187390286270242475489374432850248702239811268313867053943647277871392021321e+2601
1189,1.0990576427394079679318687058318384857724517017977474206201096903745914755766691008830722965685542952015801993639089061003806260941398271919179206571184715670319020203722740915140500831769262645083300155305830783484512228028755008358948779649531824317591674196298411995704836151992645465006838325446775836963354766659815627955290032601351028209948288e+2604
1190,4.6201772391458265599557626062732526037931381548348997555936268716866795067217216134330334350065530137603373196470264126920556593128185426364195500715613392985705787574969672217156571755788604538777733031374002456644633936562752602799975872327590169668113978638929038344534012191479232368040707310623684510183227746512572373708336087747218891318629427e+2606
1191,1.9438462293418299785780514205561535475118581810880163962174530536423741721252205215931809859654289275881301755251249155363372826040159441089610218919702462384898477539800842310725610396068295213275910847303025322068482640718129218242370476912642570970460400081024400562570762910170973664679919751253909674209565574876448473060344866446277585401466990e+2609
1192,8.1852127974911253505393763468316389189031402012606023680409771619917445158573287116355977234657694524985287849850493424201921140942900232278975514652668079183674623919269016521062386198862745256558236610390563156009137613936737903709929266659659107362864911328315711723705141880887901731582107261543972443180940888601451555145752656988951455208905962e+2611
1193,3.4495507162675024901462478687529563395911906836080958006630034972927380543246573485033973532778908104697018211919351901504785653996786201437466735254578852746800917676603813136622269579198132777639788496898045333229738746715140051323769215227099860012215281758429923493462535820246858987643387963008186595392381477296518906418603037411043248974160503e+2614
1194,1.4549875607845209952641733564037904449113871336902087529494347823980877943020489964447127428662612840687987972282169241037139503153954221689996180949499994352508488790218871852536782901350786578770255882453068350903227901555467413352631621415365762724355090891245352415642330669109868026439785371731638449267529318874722462781393427375360493774786669e+2617
1195,6.1421427726841766020690570539352669165910900359221827792883007737641599067285482341661246082513021391446660081286534157352731193966003628698113144942008338011918680740567306629706888483355436881980726225596763287716783492864685942676396972764930065782520751140010629452003098703398569781800100562501147108682366568195943758657277504504273947271253485e+2619
1196,2.5950403230736105639340079142011387624270472095695691017821564349568286908775811880406633809363649929932706405987514681107370715593624913888792191650325681806728961948871677675608948355204725199324197993365854722757803563616314932569392279801405457258106419333933403498704044661952277339149702731189150911140022218887151104993813760648693128061654213e+2622
1197,1.0973156822985761272486846027466053663154590848034229776920844345390360176215418955155650914857822744880786823702611654763715409187234208536924118039926052001047006131327617531174822336644467158730135464774187283859329583569554431648399886655795952310552817794200939412487970747634586825194169385157713663851878727063962428255759417673759558993795572e+2625
1198,4.6438911331467130514084380527186788805718551140437589656297863573839151913627752494925814339641628674510782477142639274720678492545429841636308862927813034877950278845789923506579345893862087393038753593154077204158584125412874394752910981473417895362561316596627289743905591994700175342368834200868313816039082844904192183419900210341958234052606343e+2627
1199,1.9669582396909279315918526614256897021775576569488348147221709564189081343330983245551058627687365608552838478229278222805039591908224075419114389839310044539377215098692110939482427809789574850447590234698369624125744129118423054449205313543507923068177406047463975172866379687595517215079138821015073047950738180795815083698178290532494455821748398e+2630
1200,8.3381674397206693801273688079707586676123666260978936007500639832032992457488866239053063338070296403915148364185336784682704985327183036902767720119800848178724714973518145956660049455872503441377843111708723795906586871431036758941744629891785985265983654219170537309576532579484375924045580750344612442688347121192495324256344016727118846319345673e+2632
1201,3.5375952756997449200511870076686960811390932475666635730557762016117563139659698611347454095370178646678147077114241987255349942705752860078126834840028503526672079996508719604190931610588122633461575099652746456350870614195608512349476607649477347839926854842648366563850015296127439803084890804444374344909427540583076814031012346501745475819196924e+2635
1202,1.5021297162343368781365770763763764533636717282466032377735784610697105606061427920708833592078303924199045483597508993750281274577770220824261861478113801633360209788349594380303550199383963759557646363129520169877458369864933681390131864393516918712321412593788884598120692497770508187512027312804845455625275266178566850854200756094173736861951435e+2638
1203,6.3836370748472571331346519405933129167064796191278383017355988631831194636264364703182880340046308081538426378175850504714549794920442947315017591468354160001508877454246582580294577467430540968167476428497188709681340700853082602334712600692826939668419484749397117023997067526343135838875558990384666190567250171218241162161871497749519312470640400e+2640
1204,2.7151266750037873864807870226590908455174480576480649639638425250210678407354768264833112334712023193322118460287517152191158457414172359139311929864185120967532029588107825173868036101328597856249615141404487360133208316281155106372578260566051120199662860272183398167920793481286519666035998562414659495101324930306713237253926279409449228054647570e+2643
1205,1.1557738448699676543614928826445189417544123185883450083952667802547122888363172646991160499360648703863631340212101548843749007953579269497983770225039412643841237524590490101058015326614596343046488246663211109036847974382611343609720189471969129828063902361498336542649994881170801407593675684113283854454808574037404448883196052752880713580298656e+2646
1206,4.9239789277037499881769063943250734741445136310457576437973162918995994044563665984353870053312568176768462956757723110615778849823392931348425482429051246328026049694621130893081597520010280116610564199215258458791984393002528500041151415869228520305055623052903304314679993567609769750998405951423871019830809643621677969412078580551015812487045722e+2648
1207,2.0995188006983074053846022643310215113538153309229999318960232457465067784456121417384614024694890073307246618208541577321778498992452726971561431188995436720824376820760055372844821264842378596872435227914154460381077341026780837642535392928604584517027691541041939677203300844092376457195368003650093573582016405196466183922632617016093505314100891e+2651
1208,8.9594904420295612160608280262104408630234737200079979451978821185628883724643991632545125139848599016545617127119290380981142840614226016143598572607797557983175624573696191252557251070388784354563124646538967165681490214832881333371120656095644256267606140581712725927127890209851751577624676762582320060457988685844712298039927619211720468810697063e+2653
1209,3.8265422696150161755387042730693277002518208764532859670875755547633221560892980392391767156871488558849202830492539327250793523504003753431587934122616558194383150016558924829089309719831200684419330527794537037445877398999852178796021517320745734770210227181776587983440109170496171356332202207657405358273527628466378213226597463619285521541476974e+2656
1210,1.6356451272361554465333771665478018791124483476653875372824491473629479412204669734367480595335052419094744842437135194683767484565787165818723743009120966474346254630655348317353313904672719487311469940547917638747959330594164747004470386002533513210899736832553811288474894335299800651497671319809966388272766234897652119776355701768613047361819680e+2659
1211,6.9973036495986776144943869653024024679803731712211293999432858185407959898121705791453757148180510546275373379844186630757850232233970763944809646947628657481061709697925956204984827439184591650228690867213933470941552769863547967143481502346379052421109964153544326481355907962858069531560735343301381749180191719914554427965916780834589746840745466e+2661
1212,2.9959263161984896407501520065053205045353143517042878050217541298100031935053827393798613652999996993317984520567883104972865875029152544261154190947840452093962222442266062613380780884546247632302415395837917027199237782432437917992492594117748500886462568406966976483838218205557932403623266099070067812751661597716842360311027520376635768941919182e+2664
1213,1.2837782385649405512001932404266022857211901743030984665173563245123944658947719963289091561411841016524522030281880417067477558485157466949528526774222609168671197576080006147408637478921281218886149594298126809316760444418982822961607221492941454119816729153970952417992832458263563294267891878553968904826858662113386029139489913731406295205449952e+2667
1214,5.5056306172705505430167519677336526307555216657324348320799458128193055078766907022993899951447797127322171763902755493471151719141133385994648878753523622225549388463388464887441523468137484157800826821202184868437734152110820467820291297016621123284842964436710869541851584672870037099724311631779597536144974879547875034233959574564121229795042049e+2669
1215,2.3630995365999555205742155899142849828852067417029363477012123665209678609912130373793181640630901877002766782185005987582933723291411515819618900820871882876600309910346669188150052541299586620218589387911640285504727881087317615001438682049824368421014835602327960349880109211748257065918643832477506841246843899899593939543820707423842115245485624e+2672
1216,1.0151133720427935892669762962839512875876393447612715083295326273995418903069757475652708552089300125101628730355006593530854859225531489079158303266944584817751640897965636423843480764623457816735120784154272707841271432872072290257718606040844803952727539981117024567780452918233972294680041503865864911934553635241225269611840268160784077836670132e+2675
1217,4.3641973115945066163198395606094559842167679985829195016151764837381074313049389942452526200674418478701092085748214242790821256460199452056607834050357611189400603511651547542580345842702213160116601633980152231978712859403830334679968775446918711205897221475874920174136401106507664303883386725113333823758442493699196518009679353975344995505995772e+2677
1218,1.8778080969070085911366377125680209889255173265721264951072469191359617008143192674971660564890730247738953642583770401682027729030046020367506439507589022093938174530804404166632543724219519889815349644857070241494016805317284703837408256508723245262775475082925478610394240468811405425109307534776256980130535989560335319043555911446461007429428503e+2680
1219,8.0863911569422254102702472865492706793892420556463237492010544507220380535203841754207158590099256266579453139006500882119022248720942032039926642758804997885732958338682592881447097257571339341886355809580154325393182640545394767200794422257556038781804719037600935761920911583681930020673312306967529737763129247675875251287287830449323067106291826e+2682
1220,3.4850956222087315093110817969731779706614376334539247210979723418744908655565638447525315310648319027237252139275133177896693967447986688065647111162422658083018342105023845888179473677927626073484571879741986603904879081263247072791469122752343199356658781766945698656336922339649335256761984566460123109554641170619007266496878679201534326278216303e+2685
1221,1.5032484848856298822731871604321732866838853253009175489191511142817226139203382870572258267753011667739937044391097452494012428574006400030215705448906738140605493789255725709373479155893610195023045994812534127245991377998742957431415603335728106211321528514469613826128142777063765326633719314780826155055199000601482614340428398237815199718341599e+2688
1222,6.4893721749285939296456419779664851717883178370835195019944424830683087383149049770657738153708466871956165188573734829614447166251176907888420767701522823457958568665906986157506059971503022969907262266562611563996460547496679608023979115716465413785616043893230268422092411553306743887284384677955171087856236950244154347254619577614109633057318084e+2690
1223,2.8036908850878047517191308931843503133387746112882043053524532637811930894957714331277865311945788429532063436178981878722089560777991056025846484557821458364127695646103355834469344943178998809996968628141482374694603281087633648001343071475937284078220965793243480446786495153380434077777484482946732113766713807157193509145291301390748375585995808e+2693
1224,1.2123075958099642434401305449623024867207572340222946394691691202973893578636061612439903659581921309739481473813857218785418323797370498055552297184781971475683805451072018545951500840403537356878424660747745185501634916375524971371258821380392562465665005202931735762606781621287408610870008848377563878580430522489355591235297739612028754192248383e+2696
1225,5.2462681122826345662137176243753200529709580519233835487690844005524602040729195830259369246369864198119172288005905090300280457791138713051196582991070415278470531620360571261720818272730623018114862731601342459402527882814110242908498338637368906130704872295149258935875750575812851194804069500226333968166174516730326858080410529101338107901461684e+2698
1226,2.2721803817593140429606088674613686341911143794480192247628967463095115904475408222314315942339107064747427651051904520245189405954881410851839074863080227161020010655080360343018869443039059061288492458422397112562374028346030463786863790458008761942517298624593048066918374020146057594260874320996021013199316316223185273503816965785716938726716966e+2701
1227,9.8489404019278084935076315190376559421125724140923699795330054427149882784434205094935123495397681458265727338240577984574997914410706732176640129554464813182875325001477635611596249977903672929370269361132936436353722112211258192671544572148925101088864027383890074471218925389733472992021425383605652878232395946282415549226391787749946617574924727e+2703
1228,4.2725809881532040914022083386740027568522360461675582753922177499921834883192032184371298399972227725873187525446901539277468212004399669609924279269977342940004523795395042743050979561900909299700917623589501801822413017745976466008286356864871003025111157062713924995251215880950543079363001053304745171816082693255463003946557909457713678287447573e+2706
1229,1.8550042115563467376240981918145952946443637594059050548051528940611497917202916034893342393286099112874730378153854652764409123284330501191626368962271807664984079945584948355880247987511431522562081392529543329989004835411733090544965633486809536839098459959387508032684440502446858783420871301730125172767793920862447744585287206301745898936810952e+2709
1230,8.0603334823086225962616142067567990987652884699319706405725194589591848703280099216273136318412666340605927334833118871848316950234084137441900247786881757631371486034840918118431070821368123869482182189824947238820947410229009341900255388058384555604312812910383701151439851928919083154860719219467640936312376504770604977997086492285200947534442435e+2711
1231,3.5052124640899005692440001349424310008360512228926546717673471899154665943754647376740698015868770864583417641540724721629403734141408915428785597693573535441556500267347380484863804735019684519599139450317987027304996257837566682417022836149499892028392255672044182708378002737818802695936027392210347128968911169591565888596576563573033609834770934e+2714
1232,1.5255576491322639464581160802551335192647473850817402949063359289644189985002186797520284695395882199780273310342315943284533112253137059919539707376135636529254919256507146046838658596682390020591170726793613752250553144344895031676374015059228245963884479739416382562042717225894514928085488445567206933590627033938056870580894571982006232188532779e+2717
1233,6.6450086894958227300447938863935051691348889728867360495325802637094955662097511184942158349415717807158297109701311734915911770190211581677184293000071435619563445112365431696300347989225973748401137964065878452904036831293426433054668624576099286226360365421610226789516503736265402126914132183700559047839039264842670692017721640239439381289953583e+2719
1234,2.8967755713028491398057603206928723709890949453607176862846350861321778141626725302731279076314799026446892934002260987711980107330204080409028978350305630896580183639543244763589545017833784706179669008616208461055930256065082808661390474022523282269443697931470191042628238213552545873816400260761761100548258000643986950500776405476925246609778059e+2722
1235,1.2638229185395981880542580863705396255238148847517541147409034974288773263259901962970958743333836478739077505775200810009080908086545572034940264392294175561005074746148154661498618054181383578438288463514675485667160827095782457717135650682822218779737106542202679335182513009349717896642439627122915890348833017487093533048109271238233039498038315e+2725
1236,5.5183520070952437449068889599902558668891582574150042723961731725789869950704715516120466104403399504789866464730009579183484921384569245246849817031774185767707001771817806362505200596874246033036997207523544686882091059541265876902068751462721408408685390970733292235557698576784556037062825420837773025375733925613992981057643609478628353873791689e+2727
1237,2.4114823326073970326109140863189776426407359124525063868133076561773355382006376034929968757263149693391485712767655939912705678537976103797868368027650322474252436797393408486322473345009704424660215761158449430390068296704909730294638619424748625408756411047352297022173807660171474511596378094313644449537751219255054392557467225248206979495495878e+2730
1238,1.0546539798995566997791506044088588213354200345955472822949383765533929696355168978468186358759563282260883724790621985122402513262813764211034643389408529093272431252711075845165827120815712184896469933903892299315738319217855097180398586652684915634512963295392037807580705762494806687519443260985176234290750073546205436915903143197821322768197398e+2733
1239,4.6162237427299935123994372023266424019419865468292485553821358670886710826371617691617335962295104309189691751145732235631174535401391191146779575016369965341218383380400712490455820012901142936439663094751286128049734339389572503710016476456497415957819834745688345775155432773610411473842427883008071713983985980678291115755946278850459960722227123e+2735
1240,2.0221546417000939379706114957990895270899011949085033169088979511268388778294492338344268924058125799486694240123311140773564632086383679503838904022197097604572930093937886383356412738788956830375961648979569604070169451615793072830843472418925681473829856766728122750045805717418785767900420379677455688543452322730570833142368922996562444617337354e+2738
1241,8.8652758947687291567904696101589210159183462202202257615162009813361878239552935824877594722023658367965164312537071951070404066188991925519168958659884281947513509268449837035380383361343686706355303414063837465634383347410959925616287552143903829358433887042560192103479141958727653653014997684752329099549543051995007010440588385950940346667404690e+2740
1242,3.8897370292185250751528650543600585367286734091478793593133959369012473206342393274602469163131609483590222741204371751582226015848188078051543184447624508192400145367623872197323165779746407827230290840516791850201299004107149131876550303872716946339222134302176113741430446582444124738915480749594608803306836986517732197525009861692278224981894370e+2743
1243,1.7080400083983177084017894221449066837432455616479463010845448866599931217300630162661368110811892857919291113926991655665090854963172569330601959107958719312111676750169617888866879909792235805722552837229117081920036648649053766274278131998303030002895315049142069154261884559351254871557984820543952036756564810748442307524907589516365504567691913e+2746
1244,7.5062905005536131980041193220315451870885686726217303055725756583478877861946583914643735574129439669647835988451707018116220630306044536903895023195167797982802427083030327623557102690021390795777898166459075322793945392342436328795422500349119408391811834625053314866913334768080795083626976920803686749318473679617272122245492483473184544799470633e+2748
1245,3.3014288842504120441775224409411961614196407614902546802337495124146886311788035595105658540305800443550557322412568426940356642261827974240192349671516598182224613678149768417223877928253638225875189217520414543955623950404190590545115703233516466310510755943547284769484143537225728706423722054097734352824166715525718777960484113808867121075475193e+2751
1246,1.4532070442440980205960149034246455110136129686512508069572887214531541281227198714533232132869230125786038525871698522876734682154873565664060281917495901780789846430841255876952781723037043271163638510163514974176366493409627726739851799417843301635946003503810271819077874444216135735946662616339351846396602425185636725899208774198838548182354956e+2754
1247,6.4017945312743985283889717900272133676462539954753965848761636290011849429533305225332355640361439530106448572278487393435851789530452843998230845524484502103649175830995447664580379219630012084135988370682176733748231037993987818443921424322064335377750565028269743443492410730126224808629818680822875781784393562093307442614261141094551575241799830e+2756
1248,2.8224377823598422167752468193405442082607118217018664187639125087588560508911409407238586338108134559344700945087018417452919044400597382051724635932723129821633344006180999872945999757125022893183354994598882391853377661812146735384003701083861859940024880805244150902640585547477188570239410770186928205006022279401737571802121800452883871096406434e+2759
1249,1.2453606902444323092666088442035179878049716163194336878012427957058108446732168139624618482520105613665098490782186105237586351612531695442711289818475814664708095960159521801179335285956918620969551399523478272648863696524323792269930438732889556174934268619547637978439407368744109120138087970594605735255429704660359015543017272492918583834946851e+2762
1250,5.4993806371852885651790388385064277509668309377582589704635975585820839952282091242004395868470119101293948979080895589978740664956544259672067700265053310606016988711742770022615928240814118700910104548883917503166454629567679967788499692797828508752271795827692332677050466429204361442799827380180337048872739493468948070140459937345844704573081253e+2764
1251,2.4304124434853185553315330746432095021248191394899196175065888349493225153229144319910586759891072622268019561648285792163610970785422028949958896592091500234538325762892670490162476504707308413538599394168976668402089269672155627929080449484019939509619160465989736912888181273566883537969437474725131086452966105896344607743200907069065743105163017e+2767
1252,1.0749628973717498046282926244510821568361240806470598501532336326011022900539915754868915602763369085249148872844749631950918395982916100896449622474880131570752452077082739926551544216888123182182979676026373647785893851931974561446887773590262856281370737701452013148491014541123863121191476547028866540741899896663804182210359343783678945925592367e+2770
1253,4.7583237406625251359227105246913634889944910067779584475680152400904250115596410755110927962686742884919841210285516237585295894144832791238284339566637490364254335329577476048454595915969071449975410793778269698820159328801872376215173508113173269342994482693963512550765541109453233045638308815512605696821674508062519161978781394373399050676410848e+2772
1254,2.1079545312022913095277693504624585533554438100636113440495670975966777837359497901246582300691566238933022962544689261285042413790386557686952044169381260639260052269246150717549613750384604970921994496422948480525455872273984237418757728068932075564031152609722390795502811981328482635265731639086555932839038530179860728659809680527901570597350629e+2775
1255,9.3457671138458245953841073136378758037661668201868062231364089012009692861459371206524815966894957099775311785608334133386147054177607724094864878541436093045185685317687634284933477744492104347460415030258633008558176812938355881318374726866629285150663647238831130477856236720769430903100283507330970062857807002899014564949073968421484763268945284e+2777
1256,4.1468168824815180597477703697422519867506817157364670322624464983714846970604832382195979152424603091948611273912462555103402113419873549689406614278637020907797355052483838913440361006339750828717921001261033220417946896663120226492441051083424285454720947787219344893755045272519513158967018549570440442200415565824041839961300667497247539898648208e+2780
1257,1.8414531452916256851252096566238785645529787411946671096725509114119857721652090644949237598794324160462086316851517177940621249619089546055294874827447938247383960929174140439539492976184353771119228922999289695348156831199109823584400057285920494424200955351289777057889995643966719270783010765187318592944842512996705423869721941384821758280459298e+2783
1258,8.1837456744784755261923500445804836110551578627303298079307318335756119629750425512392983103694320134283032020936630624806851009784654752900333346907580456301139780258196237492932903395636981935357182524403082481619814670338279789926572182691743568966735211551835522881039275937516648670096062868134423259118553620511159507529215569225568593696926542e+2785
1259,3.6398956841827631177490811475130464296614757143656759842108149359443409241278141146123188135469305687187786901314992596044052412210778534280065186049444681337319325874377187791998833871659907516129013679962181055126691754169227433978672445237015975727960759607169210922108941733774951483753372538067938845226210813278171458874372198080802281183645557e+2788
1260,1.6202082435666331501624683717419881478523791490493925880341142444024195792682794347636518994492332515756663485078536069701283793069999141855197552640006872785923373368792755220455964918429173250358194775654228109327847435914086288136770566611138399318809996186470873738413249075164845420995751151413241071342191537225637607830664495966017251013404971e+2791
1261,7.2176787929241766165164601800464534505853029741722197677324785790076025549510469149509310503529609577252217264522739145333317415882974401965747692473464614964120842037674299496469504839985519365637553750630951498849530053977345570015085213615310996467186487796282841880223249247343807174096760080412347732148718338885113861581096868305737352610627295e+2793
1262,3.2178722884772117084934217093125393048809883544044301734585255414162326572800753487450400651195062229593460430862060365727876302542510430590823344735935191278886450766594010431777784690093499290976973637196052140510466046425256722772919426980141522968482168120545788729068072172057965856198116835346733225456812577717061829263823797940531183938410773e+2796
1263,1.4357681768453905597923325745843359158127583843818727383828012193787042139431936112539202531264260717901904647709362256105817692680621852400954063738730614938098159503662786096601866405527780661949786357571943594798834386352554309029131037309361337154579677924441448914667407110611394622757705807871190709205112795944568896209913521866455553150027694e+2799
1264,6.4112665977674396805527131391522099050338332645306327362635891710320076805471697813363178410739968450593125582899094085550836872273841687039649344882748510874013596936365213831344900141534021012124002486531740929971946725470478803117142362043559062644792457171743518623438261188942629619076254192691452252594306533974925993244429044173131928577378596e+2801
1265,2.8651480706559171760890213860336290940157612469978135842564363288006043475664578080438641003283660078929602095465025403152326946230137013131969884115399785276800155037938441637129058515168079725187050181784905529444503391161831389393996538565577455806554943250562032398061525367351345420361648139713334049417490098024076635834365462963679368943198698e+2804
1266,1.2814266615109374127484309969154172450562618659158610528294820131229587011240618313378528421778068511210522820304127725754798930831094215025778377963884242174965707180649845905397333068643743102524736544184571460671429472563025654141546870482529752158802311223232778468649469416055087927572561078150847526637041150918229671389421568366685137077753573e+2807
1267,5.7356628978766951458391410713174420437123605911138986685737367588796792993954228000339009738008729546119499755350708347954533886045392659637542561193103285783999239763506629160790125243989193809626100767880364807630790430148803522147510463571575147666709274220640536099129959430751298890525781834488867046100778571788286759846022827037426874194369556e+2809
1268,2.5693093000334077849036029558395553821101751508179673620675566261635708969595168921330824417175066094928963230274329258456615429061361988414448590165952190958831191063177173424870146285373962622905330926937400400682158293294757945347322864685100561909013375140905979194474565680692431603012150893891153214247289617637761809263461659914536029565405196e+2812
1269,1.1518390446820109979705547988270628804330524762402853111045145457147539796056455591111464945909017063780992940452769939685629038326011501411053876401648214129059927112695301576696726828053577786970588166396256600984438282086355970734435629654054063722927851728426228603110206306970526616299133297931107442838192898941216498691990974776812600600134115e+2815
1270,5.1678460777777676784146204665940824431613794144540091796696860082066814157666731104666271566776264591671290371201029690134744939008014823377600714536239405186401406305944655899005431384823496267976815802805221147531752865826887165918144581756272518009194663368076111094855910861992950963256832310529908109397216133009106635548412351344999423065921261e+2817
1271,2.3204351781818141175339550691339122417149309751451364340981103412992582216471939832443438744611154413758588728600744888770777944501559002817615527227026042611658919010723719640353377651090842330212565131403193562139325299315448321176194295045166776248123543192813852391620460195596776717223472316007344745922936650383203057699489381394169691275534080e+2820
1272,1.0427282494606232327578050018666687877431046202273635286187041986110120370728475480942230925403488062813788285101425847540212294485928035355334112228110566124351780790473152373997755490643913467668110031090265239576651560721426759214179692052109493760456974595016058734743458116815721609230401829844616403247690517687013723413202731875561494101088550e+2823
1273,4.6893688825821312051394688841108462671440922480614551241338541124167206562959216403323009908109821176388654167806351383674853738523710547033967374925625561798431252810151704297042439579766342578613988750953222609401185260254997633129021146726978568532155969612298492516889624507860682269677258808161079883415635070623617783633134562032644290592219949e+2825
1274,2.1105660382175067497956982982793447234785731305860173493951348457675495898783234150310171185929523855708710378497356765675219323304235306090102479452227953810508843692435457045829047498176581441929784260345465163219425365224711238619643113272977468897072231702340812319635649229594525747281420109514347556778005474796886818089973508492280706953487879e+2828
1275,9.5065845762841566682834162558575007911400067574915239535295760587341689191974219610401670212155017396457531151528987060190916155188355113328715697868199450659380514050251199186242149660510756969921704314465947122963367342958748588433753241223151945314664538991713879818193642263647931228187355833474914144569518636966247397310240324273193367983157733e+2830
1276,4.2853948374944936168752343829571323717852818536637055201856334054747620381786322850143698113482953379004255517861861098200751613436158626541556144770236048037228828613337334134312335150172504276343768742864286448361170438869989122659165342039472553385765899568444292420879870872772685134524977294568881654765141981647178866356415235299141476681602604e+2833
1277,1.9332928987675355071177951399988008927283110796251485500991591115190029983908736751438949721962459297570462292210179453410535298330725721748912928709768630236377844417933120749431407305245436806594851276412903063478534340060715606794114233990925335890494876297104061979112519995082515152857797845645536278448414508909735990089092083055726600186683538e+2836
1278,8.7286019827883519400720435068271684594725642374804825573267058421986866954147560847381068821952302400618272038012841479354264251797402302260995529219609651654351544111881775961986906859037486573977567593290376818560049530286166685486489379121696466486725115443426590811097665762391126003114717358440669587065748793467584322808089903719706477820249881e+2838
1279,3.9439525384333371712498212018085773494297294323543749768392019520742863696395474663019690217007278602359445996730377164673749942010436406608897074318750559236427198616613870184686360300368669581609499951649588075473019103383549992335032667860891946087257186586841262513387872598279531212660258901152590241213881881368113488518070369119303368502149743e+2841
1280,1.7834394062014283971095297342834100622637548129963439503829897330209517547339480806621780194923187473827311935840319656155367746320991613555242574525458382402027865557183891271518089578877908411007115563039156054518535523400695182451583114951723365840004513284535295026165287943483503243527132539152612784691832820363991156517195506878923571836302410e+2844
1281,8.0709463465841928234237199925089271286691585187501926032226193196143751182390568590790370628122751896874605897273535791372096571186119555707104732891688708287773661122242942056855235205975039085762127209040005134761950368551609736026978879521345971673491316082421311014654939959400896061935932391483317449432412315543792584530313288794328195182186237e+2846
1282,3.6553563412813876142924400158079050093114752973085431454452217637183421307463004684581320652601734308709339383527321519954019518667213938077791601303700571363226017456045009999879606107626450505746590266534974608759243484261816867189850557318635066618566345153810348769638499674588326906605860285765827523408196600013294360747269678549549896114515820e+2849
1283,1.6568144524908002587121129443324731375169461949605390060460322363686131848660106611037519192259993437001027610710712290642742474624548921581654079963024945807575962756228619016224894521059718233785186547284792269713618554262490438716201909335549301540814368099206361177272437327478746815479138723118028658920512957042066533010065534271354271463682874e+2852
1284,7.5154788608995615618378487879538452353616984473797912481947548274341225445502433050900486012882676697823165267159477378323876632089416479446503035714026952697552695178507633420520952516365182029876635510287621273052933766099540284442542809079036840137681756126932544097670024261418469537065545973046701741094817775600224365670799830994479557727554063e+2854
1285,3.4117547628030239027368002686249961701266744829623885966134337702531676771769428090376195178899027048119307743968908685776033199057528114188533207771945878285960304957805188525397755426213126346970235419235811427401266597884386202589258946292464991206160279209392917328084649338971123352853379139314872000568015797358549959417932684469291065520029871e+2857
1286,1.5500191279845559057283220930640901587488245854895938113226178865363945279667797928364450195326521896387455132267849431252218312454739769004187046920844036984609166151818042024961315147823808176946661154136798480644353574334362833515711064412513395668792010256439230070011529935985860287485815316172585888595729840321962707114585771063286752079201834e+2860
1287,7.0474848007069443103297896751926663087733257794230469758341459723858292205842568283990385354969607353318398144869895805191165372249293628028918685059216096032533954314686158283552941856633293167816653504086046407115582392718628363119196009682285765595545751755338520043496997021896699818888809359326450923554742614732843225637944915167244654553326278e+2862
1288,3.2067774042040801043131236911587222506415675445424001518365820749661938361555801895915979540060915796297911014736907019633294947610130631760417832884934636904672595318348785151994583211829687105465384830491698514442106162176644356801293245554034570330762727327103321718083633622414492279763137085472926919456098241830455084419458876596452103457990339e+2865
1289,1.4602956652701834410139158779463626928890737110644211652400358879998730772087538092080357154382523808557588966946726944459250835263084037800027274782008730434644775305891703248559371329898564164845725945961173521303091683183344376678051481183104095539182849877165777646567693645878506987673836348087333394382364185352396062412556560512272870744575568e+2868
1290,6.6550271248891178458630513119917471703834828131331192234122803372015592283654408810677602277712671829654443434184290042678693746752271078967774945967451408617766724135225745900255910863647032918228732380572498004953433648734874862197529806543613843842333270979651285212846047581666335122911750476629784455150768204471454353553607661630067622961595554e+2870
1291,3.0352582976380036829532766935092406590191250391838033507473906319772944591533268616857831113183167887184113825400721845369069326755468251165816030866253797584294716945427847897489289690231299744247842662229597175542324788876346990730145522530930018348987841007382550359892168468866226031113558980205691419776431224027810015966196474317782009613676381e+2873
1292,1.3854090184583395764025655270755409800850703678899773711950833034065258522391012922224610948920438937650205879109635997754831896915662019238467612271636729107439795534420765980100050143725924086741959887221473389048831779214765382831412840087590136384699968968667297918202259712000728818793229574699313145978111771158355417054644277778301424952358434e+2876
1293,6.3284395413264563027705727041400157999017253310753273751891178882976405213672471860331178860510231525865474703055968503058242203151939174718325886282112522059822826873454832167030829106465715123061213797894504664226019844296607937992923313443962221779234047518744129524806618266186087675812757273503316807858809484435704876042621637807347716839712142e+2878
1294,2.8930188939467956008629679336206972848164749990064408158025006721224165526746918116897176997627559461918720655096565875717030455254537792121966778797051915210121481710591286228626267895993735221020503605122757262307965538401598259674745492306364493390592719917389917978511423939649946252613900897297272710964495772060300919381118258167775034905388519e+2881
