N,y_n_log_abs_residual_mp_str
200,-5169.7603005136340312381704337746537215657605131031220838207262709879965474828394212111989553580324976802193715209675166646234647858776251290119746957409046717370764089685906864926592849459450879848958039931468589382507539999324938990887316832186021694448872686233775516347062627140727997334362521807094389235263277961496351190494132123010108735862991476736085411423539521492423359974132795162838373451802175597135505191194479560600704219540613416296656659641728101044504484284857293057403103174326095726892274128704731335575013428421011382719642934981005788205555923923526927534071872125416712834605725451807134832049882746751135829636147813364719364017440961299317371694901172150329532893130708351924783428041602276159653431660962823193337286555586471356043922368464331447354966848411715508224819188807528965087992666584395700942394930964223826428912279261217122645424121576857751885218752038319202564367938401934915382147276385212702426602741118660580407482944772030889996880497458060031618013280308184154914191659335913623508003558784347154542010431294888814930902027170349657230741017374411149116537871734780674764316349604542167094679695108597358732795433493312496418076072098678378679667762042477957444340946027227209439284650296160880544481755639637371806673380325667432468474901790138491597643468596609577262685676841881175394890466674768405879196541895538819396889132580419969312849592360514818622983978081777739518568774170710626686265465150379777614329034340607276592281437189196506689223346984704639470888305496719263240813788595666610951559298992886853677315348063375590478776231816380569436031201567548451481402045486923278073115752506638174571013469303565511241273695535177618720400695391847777904259936301659199807469882110419441280099477518269029957451849559653074487212409659517410789315404549802316320068815543454055615767266733362335378420212098341569521605988425827111345201317163730533519138116964051865627657804615905646820139055462433958265442350846579790217806903386388801670728671953628088848895495459643272058466558031012643223458368228570577508990550274567088998750714492396641706683360601080150488839427230066455677012222015173317260481631185503419094182500755029892866511452811520821430293611342337748700209529150014309628580007243346114867960984449665140513609998396377868973480177245799348530858297495084921806526590488655343720068537761945003451246287091545766405523201378095201699436198323333688045931746076035790034151758631491653371032341914739367192179942015115351318046141830046849329063363917423576623815847379108509413288316155673155183648610045076511471128400964704218030136047047210654056104244543132873707540097189792119326499366370457585588952101826863427513304047137113802784549609431376945187893508875586336852184817504232411108230691948056773582755466371018484046187178030474339306483405028927226254950779905849271168601538375972309284959756601044651474908892673914753930460242656228473245292644109204336126529302606723026684333987002505909804584308774147115439584207612135049323081563205668032983966468690237756106031091161557129395025763823228100626574844885299133061629088299509249993837978604263999243155284936537343741740953667605814936856918927535418693690063072477076414931071913611588217134152893334533243024927745063993329203490394519669318556509775797224398944119481295452065186218124802824208642336704643332853557052332340514080045487561377892443664279070467909295019295084983041457605028823475581908959756919657735845978273083468307595213014482761519629405325143085431456504323132652461244992854439377086592416513199080530403109403533611497170965019355435616966941804402524351847732226651111981459490990292296296568597288580245787055872345109574677321649306974906910964037884015840026227551557952072983316368687109167384468503369218359724232847103000178866397106244650078337121122331511666076714559178790793406483788224983118737181684957183166757664485900843187584425707757278679610112306723723718199470355748250710879436147001586493644132284506444442030085523809960095315519470999754700334906596651195400944131850434712734754246310836540118656623470924322197379253810508668091075634707993889366388738234346097352902535050406511944686809411623858422527434005933680231436009268566774117123018304022265947603466474976146604623282163868018260454717745231104280918723781275427846622423599426923691083864032827521455479244815125571859584145183979300989519122461946751019097837220518026031821218230328890623001285637252122625954699113514791437066344745390100823287965543334989668614173695615734534650755584281440539262595110293372916230624419784391995997943251008298705544261856212436263675072259282981895025016377299068807249130000208922069728013454228014528124755278120780025153792988654845232951011407522546657832106399886680186432682497869194240840167491169269151725705602993803571421387787906528698481970190629905154155889806722222563291770687297620270146258592620389990577008623060991210511886807807436533696973227057653519133384035042084818790584793420646048857905424717479214090363260054133047731756940175029063792292643011464524546647415152039389417932906563572413863305970519206877169958146363077105368816458692676734489341780585296858319807561011722104228446113001708934621086678334634537668307419280011110216308375109373209719266004517430456855664901995619957460921562011114546229891202154183694883195379653220014499154772230230445944428001335518317294017850692148369763585075664356793984051966888756975016239213967590286293408578029043781573698577141381158465355506352702554454119393165628798807413378876557685480500884483634670105915026082691660298062377079759664032103729465399099216475685700979663361749213023177202254631048917491864436456034543673475815376569740150218136084984966030839514174432887156959410993133475369215700124374612249901711030086167253997475026260685870602272234824653941216906692651918607493896088752359555013920325951682838205352158889166392878510799574865044650134203250374684030705822325640782273222664149748998545202518713751362027038881862957676357730023072947848002298720185481106442571018196672668102193159967295341461201100335855138395960222744708626030210513765313506934709717088534012676692181556623054520277106530813575394723597525440859641861715264471055413936309314213319088756837725757276783455248144879205816578590380683563071748450058779414753408331882539216405585242958384907439092522913256917724640425001621736241257674879355610068912681004424098969836532170062222750244220443007717953136857391242848858400821126883005444147002552581465234652716910018949534509951268904901988234066150121543365470142598309948951655176019245928210983979263057182164226317579711671918904529110988369932913448958243378183037980228672810462335207882772441494087476191110964601787793173221424137092254966356046312705826489516822086738992365067008656126956766501585058905063818610619544601754787740977983673488709465134544944834821549990189919904168964474356736688453845343010949256090812436748056117484353550000395133954447449415319057706152432290887838556711382151687521532697655382172815115616600293551951488080756283646954982438289805692640662002111251035470437400207507429095067112973466908811781522159780120503643572885576643010656558965586217324286588984688028105157534018779836244092392917178750326088857282335572597566406822446998819420223216365688789188657908121068006008556302050847571047361291425369900600244208462667592527883376082625009593594817750579588208927566181387729841665095304409932968802255609004619972985580743799320584161260190427418689320450424795289209382656497931841047225071103943456616399537354380197053980314926891140631890926019194615762898214858502378459206659014579285938236738706118007344629348848636198771020435436442546026927873818947359052609081323834408278969325334690373091720878797700004016604908584922898407085460946739659188045219169353232413317974881893403433934319247935804747466964138750598671325888855454367441610875584336625287996597819271206682365350640946883585514694988238826367511220973331279704969491528039801271616875918062663844640143346751532684445752628168225455354197370490758722053615430906966605928379707875365084917291621351553263719904663201725187264598980471385958068714072205029798084503215073074827718509924884486295697645233581450515951009810111117866666629979208140152654067985121936354360704841144982847000404248902381218594024612810748779516574167525052758910084830485020746813586051040392874737457574047741771986885161213462761029124418465361966491383129168632121945816047953155863953463950266653364687006600096751810860462837288737416598778407411976167481567727571042474031058808537444791146743472888283607926674033609870665136327945157182282650854180509809459115100071297939343549502154183369424998261703671794709964297265178500082470077872449046831355586327633370529332558538172317224385133395917830680424207311338439122342118917605296716330842820016777471656774268374350673497754919853493525598790780118683732102856458883324113378414527561218323685008463992194148791776437911837043124351837974506119717376940761026462291060646723163462379577466349772141279784075052368852510194106986427629526071858615361310643625873079000079856397673673931854222617427620935340456715463405889811423698848901599539988848841502553976462869601904708976333963092230438524383927387809769975109890998134076077253900885047089862960150657156458591844734204261563575890497156713664654711331714693643898371343155557504438634557407618544978039575736541589052956153838616572324076036855652757888003908577509883072604988706651289926051330345637378074210344608412676455910960847796714488569798759653973228061988664763082884421181634429787453039880193126615276672999752914053598536710907206142569082230170623400959888318159733055560979582883371607690992855795110937500743954362019909257081545493343238025991701465949060179965113834914620451470282066970979381054335785276729638010500254142431026088481733864285851503994977293315284368353554799045322785270319949779924476253607688210047020825876575854743297180610795162905732793544676310891048999394699220225044109406558603299963021806439585535011698800437543255009598927541086863495654139145449200447667367209475030463081991809041601561645773214026862417831875265475616664922999963797559708784785869341523036392384580030750646879365011854918465097758061728213797433138665872109763580006371079341963832037722596173540609625292057426337020172893557055779154963780094816162655942173939748495030688814030136714244734519100723241328503210854027487735641678935654951270274425707139226724841172004947944232204862770149882461771603719397226298771472552134000662189584718899525586784188317026040480141365192594955514445111451243560185402792379518839479431767364663052858084623710090784450119398440504356049081703330344925233142017804925567609968329907945740239010468927299998354549802999048791866198411637515199278209924911451806489830593364906461948141295572891905045074125143001488564252471619645680009067404338461965526607472982351566989790736097232889643243711801120202306026334033381429643285856414518123205522476722587258777034094690799165380552354916004121904620763894877390307516835801365641589834586311745201396853350663026821791180676846892282951650080971137181041301975576885117228407275403214975442671007189464276124362670800390060681664590196911419136973148571968565799976358958590666529277279147604425374439552563355778809976620848557916164100653434664430505545130381216207812300142408066290117314755150247774625890570974787532309894274930268417359070172532124325080005786697128545288742393005164130384054935488660392756108936593239518939386818774666772269364149268175969238987698619671791673819261748858598343671519881752490082442973905840844731956426330563424779745077963079830922654010272299580556370782525258306342224807529769338093019997359861873330954236074457987792548505622888100508845200959505442359254085650582324172060672302141538858930753884785307468989702055360486620542094556087557646736341828815064720838760068918077598319364705754058824142011038388340806003243668064064163426020019195694609727335695236313247058128564274959603327237671251109270061104017458041190135486423489580064434787932989675548797252097107942308477302027791099627985691455232525097841468572011553732000446064720872142780322597084731714765851261909174159055950995105403254326477146437589741356912977744842355908390235482703093555247365965725197779754144086675201731792397606124533124083735924969661511125085839163305282740827271352
300,-8478.5871233726998039752168727207228024692389361324345255371230091732748037971370551663472188103269379769751728303339118411456001966485379619287245273645248714555222659392444844072788444927236049608321236123798221050684592078190894689013800818972872144879369802935909219376714348143284975668193321328961754253044669421735764312072893055906840268244964540158172897188479422318154370200526830704070021343137362890791515916894206517038011545094795406834885154383201255628428620112841696367060965575024650113418022126672736561561582180625299782460989513181163710138033423883000446699552994573129975375555403389509890587849671043285575974842956322283685620887725204585055359624963825038394764303418438040743579830944128560476857172948271177210906997115036357082358420694725989311936049040321027244627332410123775189005550808912902822164894487477733613142164865874669359229309537044928344051396748560208877162907132341783657476779421745093352401879786460392828322871507496374695662219099992685872864839954768604555507022058471632140841983001995669121756208341698691608867779857291979572760721170124994132850393832300165487206622387404442332443839217959484310865748094244594173776009149140009746760686599726817938483272576149648275392367330275056687950299665845441874000079510678058097384228778422928091516222961294036223916108769455588508841040677270670492680554978893902383725436091655146571015565551311101327649119610171944942491685296231045477286631053869542739176471282415496013709605210301424260697055552365049911673746712630495115669207331852242283062053043295768637508038617986584912403210415310030010387108754689706341457175578615730563863304042403056731167841418681260305280423537368228952832520832597956598347802622395971567650857182408195161615419312033764125381516920135248869609267854143818184666952593859629510795218173084052133323308868344891408594005996357212099824108836464772546987198631181117344099072458003120348228553449364945686359820962511366679856903737148803607515816064750847663339945667163166439340807159661690296351441407121711487738346642926573252565493460492860978768472964266443655412333455304892398584923195051132159322204092468060816567320173750205804410996922715646163727047867905484509268447670947941102055966879426056758041027753948670609336150064848055584878103989849885456028857171944585507265501144947600867685619176950801777317743379505802951203036475934412343068352032616575717236609462247252719654254369861983596594678676860508034141103987743005287023201441985291626555434506745920118824906970201946584523256590130041509634375574380624164963308695961696396243038772005327962826987793677046769156575895877992837292681355541054368547806264178890534398599503473836408972303887358922553484566788722104996412355288433132747229672330674163571585517596529898965435417563339627357968354449831875570542607440107397460854326216881936914578636343087340536608974806524325816325860040358768571386530801624321595448187133005321276976336234304983243165857448414239841091857635612663726034166497685420185724053525051578205542707427914513042606709978074216328396440347855628548696884539813240581423551542874626061362584596790770493440338570228526810908181967204288779620428693925829562703384122539168419695235007574142759670684227582300113364467759295228494071066450088333785432680713746288889688786640109060096391229920676658038303258581736907208548174375221744892104725161255980640547801534696760936428741235670177633987013233335810288168410210953999244393223611947401812241750399110076000568804819435888930967916144079885960463127987255276815586754376308495111259494135302851094030060086270755926736194230917411821196834451249179896296661830211375481341999954523645015110505927795935559731501242934081208054819943579991097338105635371911211859047226860109762017377374754272281718677578101542828930595628072491094151160180557915258633909924261889531984958707328258735714269424729677710547270999257548904747350340236343373011797497931552725583798550670926502258445112287815444685522229036165493897358816999478993003318608763523694634041023544241107931216531000575461947997626306549185435806379726403032608018842933039103896524722296865129004209450427452637762260009442398751503496151642902185481267816293804376825799258511021977889407392555720330275391600154855837020866352315561445571154402874021611334855917372771246707212612591939008043947415736274125235177419111716220256537721581509880866140598455879323347730172333149699197360915731662250456546316118594240245341235423562676593395898143589404871243979614122923800954884991798961899697945530842263248429898524393680673841690042953002189016853755942657371487364829967515977871375288620425400973645910791486246247926326452849818290738450904769898862337422214249181095194152205986174655873070026436401643773981525107284098036505431360689459135292796225549394328139464045009484392100085616948777391045841359327709546675979990771263286814953382906287952695956393884588086651133835350473484176495264374878490323498451418332791690790295648187273123006380023226724321179798719014306671711403630868194004929700033754856357343309381289393464362230129432845097363307809717547943100619940661394396124588033936998054053804108184381670650713261798706783002768396631047495111420446767518606873958416136464527600653914028488432172978772607993212805398014352928301515652697470618157953052270979947672479853189272377963449577836901796509080983272786270638340431254982678250098724345306983418485195489083244548242813599187631763741342733617486182815513772316337190813130804722658016015602526463871204062327337967978482937243003805045577379151363119725909324119850181610008781165539299173380175297523076831578096741972602525733775223447914869997426548406027348541032143635968734302544271200814705977595043460681352871841595032607332220246912831266662316976655984398905019635579828060032012900011154215137466439449527112165321525994572200569344503148843471655022056802399076305079124650145979209648635912772871027182281318277260151613802382435900782359521624355450554599796726702823579762842401509886299701372498548749078826715581305775225355459043199115557227180162528940811050659454273917334014488409043654848536142641887234382534152486958964011222920846457040146131795888526653738801768146705194179726254976508716921812524615172017115406355251458679840759945014192268935185859472094588492327346501433345525433600637261475340817188145882108045134225494614441916576519552064001897762626442383672834315800696216338651046626837439959313795518094810249672035735892925261788946164097260425142802555362880639275999399503423143487953286255245948474811961409752324578707356032004773939797940996031828124887343707874582614438617862452519697761216992941653397307684910751045601254219142866554750949079935090199848670749597348478941276019705384416074180981613320275158883442375761472056775108395562673708764260124408829263159051853353396167261907124881879597719630050131784254658971270709148143415737854348881929805512450508947444265815613774875330537698143420973825010527228512980874637056607719949522202586675637132281870384032770495386670080645659602918180824997207715172270900946575227148660441740682156598876364986680149698537347009579075006035915631457731421576282006392319202686672741236821010720711007429104004715623566351084329514470872518536007107109083939813171129145536158840726523861778150423405084208981676715509257289093227809529241112877636288805988491920102633759229795088492729162567406814275811069064305876551563219176841924349201844852743919440721450907143385863220588245702844325736936355999586521753900908316606549717061355533823194952680512314057742913100857762930927440020303766897800446903919599632262834686535784156968452300542067719838173999157921410745909221789378232182034200782932150337328413462346358316454424376938463502404104496329401356392381658117565562094493015319182210447533730252523630178830014895107197722901895842710867154217571376251675801876422372214779127944151472904550701165756319617965436823513589237556712847151658758032542944558646185157173194969066884501121265445103837318426249265214851769130318020235517170788690628313630164113901024408530361185862506862720270947574333965481496778609342204095804192580583316498805685031287706956438178336179586836630198420854804317993465003354257613845091182100634159230364174556425544148259585208513447110466520438731187318839083957645231095118968274945379399006767802800143215883038652805510446789057370565050417753564808573734387130046570749492353510116682317279732127210657923135783443119944482960616199233411920153994967391565196956932381011372240565299305147659748072470542010871414308646370623030407742200360954664925208874710902772830071764243916111559484272291169889511745428077173346999841506696471276195370375242369129872862961742318161959961266167743749947795320414942320504671544902025489244606057493795009855115516064724613709028476931341388053236083213931835743805007172159226444119579026810675510274793506289627062961046768823821996542194184700835919925464660016301125049739088068013650110556918778896186947121276272734663384893648123812877988845163447882412288911314902728542095958583791485587479773854519353924774337572526203026322824578637399723921227570111521586184465532502117636974324582157348861394279934327556238056271753380483320536646553238502446646968064608799722111319619199202052703642273104730458809307658716212702486201466459362183492999103552153134294290509440176347673809472909170414662813112673450414731178229161858205012743392404810422306635684540036515403787718274064837189781639569411819157476632103446131998632590594811128438214066501821630685329210633868089759587593411015492456414961959518294113908435131375895478122466116514451523104269427721356219197525703571889047489437519856928096624350224912662206310682754779421923791796001347590928965954930503741272945754028656613607554510667610723177890299562960830369908942415816821765172415992066869326368883912543882159577858374392161266592235857771396669074096677467150781788865564083676200995600997134109563159013999712988936906846487524529766219869847190767201013062928677747874765468132068843679509576385177684791682292794059280676124249375447767958585542391062789153778496796974894463942783551558167289797302755014426361092771788134361306320746631891441028288051245998656597816694960184046933910044538483285339933103355848071581087017374767557833515751898005554681613625857826804130731999867924518533479206474422435695149357334663516769970153618585083277169680722593281593052245773954525251037859381702186908641720063609080644431966636838847651844967511267151726294906410624831727861130327957597229942051052312782251361241268638565433885659301657660753885510627715913026096444396472067396291773235562321055803127767520466618775613538011555913400599029635913657551491207060139460358630520865053588003263551672385390789828132527368399935452830448184388936360366477903405655659858099868939317340461599890702185941387470332462846260555587611094092073487351896260656300706106130752008478114723710782623123361506286772986350873834047782454558498477464945073346235983998066306334024464557817040296928506879768964907669183033750249593072810329716528654991274351199467528655404590948089221614694341039554213974027421734009974523791072801550758733494390295214069156317771931804996828659662276104615727745050829616830237813493608045366125587174388099334856139016552274740327726272298214679353527657421551624797365017211961117546508911740436940570334661365674515577373901566658590444769552213248198376708590122372082549274001164462337587777856353658222210041114296933361433849559379608114305712998471913450363506081796764886921117769694796956300820954454198169159750319471951044329948638731219687714086149691816516219840160553435618265209817337921938534720051198654244967897496406361533701529758805930529381784360263130700912629039561250001999067864069995883815887842720543641180727555072677369380641115736076195954910919271768022215123723031116482107022171485639128775857226147969512691377970361924539890229952293633686172268286120494047486081477036247757293266793720211752477636615215721654920052356949597505362309542480985492740501843947618819585726466841140562768191763590324181916519969833465745395266198460774108180750898041794646691249619341756490576160567455087213179939849763578086761909420970300211427621357874162536976901127519953331965801605270814539808192879923773863806246405505051756555126130220429084571066741294359808477596890711297796663800575666702734725263613179206546712
400,-11991.293179967844349407385622920549852658040234100074109568235740579616614374303486570573672464917505900287381036075683662752191165559262615569784957777539706368030653896915054073897681817165045473037709603441007740403991798074035290539982439885242930718089864915337497010266839307002228294338397091152569055441225051373770086537779232530408119923225377806728407661278392848792247960574420573954312367563161713410825984643562888496357881920900556326033161414608439823516785028484802300456553173024771988479319096305476719617528658175988034484652437273803632457889038400989844476449245072571367081163607061976321766596666160086071960349687097095448383618161307765121850097484332778190052706779799875848724522264088414404816657728765058748570096220423275894994179428387868165019938658845455576898278102139471910735595695691068374240101885368681500796584322752801279262408853138913891036588508343559727873553511235009540385755001971618818173464186499083050902373700187050097996461344410150826039206221525686969810511117576475383075023355336068472603181451299694556782147548571760483675047651835242670492885820267530529408145772238694350904698532000383246242904453999180194336670876254041080739662208175482324900603688692408149303009887289846407249456856674546461354163068748598620195621858945021294990337496752841007482154302297607121110894209118896934363474946872988210694515511185843776479235201234616889471946629581019204017458086657513933161857333254102384454810570082703740560204792027825603249904545978835121358390679007568541318344743555977063275672948896918823290874719388634341858170579256629898435638592665755944372228216375563349384262677831708124067108686685697663994917283256438593659653744103678838459484959103398621440895959462521055843598926057292141131774606112624902517894856702428871638534990179339853893916592786641264433996397042732228294484804572851567716322021996477460211722423297810503140586148867983449555670281175928707380034361753305404786950471518308361298611905344955077291116106879995818450733555626081754138977382075677023444064912483825818053623967330145520551064154716305182143899965758945389474129681781621261198026270733906451095519133064701328444931234700379976591099152285339518087107024812564154995131241065444000594038428371095670270668457156753188328406833648078545154706364387085166489707599302531446305848825380562696544473908295060705183909926571320997336549356717872628530473607616123905777435467694615317166576514016294813290272133573918348444496132983875393911702697489750950682242496758462664188900106095566419193705093267537419649699351643538899855470752501000719853551824350134885068666083168288604706752189208584098098224840425982355504816258295246108651711511311980360029355614317544952950003300425820160774473662362956120557961133726546831333340472010650375992470996548936012620415312468321503122954868751742362322728043584082242991927100531891072150075314764370283153947796961380040146780788053390564484323092908162113885700184710118096270350691630060233559996126491867043515730285111589598273521602296073240481862566292030216537181037640151236393441146857995914186612195445109436618179545641987642782837115142320416364498782495299043801206139456292785499228044576323412870520712728591430766016926386321886015012816787822551154952633889015170506132417834038752471750485372238572417066504617855821028257920572385448997855763095945011216887773156224508527520488990414848472513109296504088287269841833170083362922696014721183377851168019154221829926483277504277443117985687358127237429683008440547756875784319080049829472371498380490703988092304355509140391479413143421576293404448782724344021925719180325014068651094792449758701331144109027199018256257497615315925268630639649853327972272534289152905314990270113200013469860433633555213730544593684010654979396488097211152640614032190317598588041782319113807880097318971594733469090798831974030473817070579067658829657855772647693739057822348624726284594595200443834295237726275752548823418993047115004884288139747450036871165533500910779256542197152120097353200146844805483091593608284778150507414758702790834162120207246722259906682881521994882515365231406842334708047104203714871381235319307314634157466711296884428889414137378130939050191726307351828305623241611623180971480677555652694817215382571641712856948974639630388410585357454168043330350231870518398688149546380260260695124724343349806128407236216658549725936514784733897866410992131370162539260172835157170897720043956066110881242725359372805803415842424178298464253521753929427061697932001452397474284488566858160250334728502535866018027510685905339237163881400982174880427775160467520106707488504010721711899049194971151188802860613622709384800653983558116205680923127546213902969003309287653312333341821209674648430378250422754674025957257575944298225490108510825422009953882512130920199248153642574416297886829216259588232322732638000686899824653809424978879330640760033129664354393593272130028645120668087282731266031087141986778990974094976417268300709808697952285380126142460383336721229795089610779531712687327707164182294205632121679092927420945710308129281104181088037754007969660616641315847201087326619250579008870499231999884680579175731367135232735776225649825398733178006659306136050085127315501302216334323597869891839981036007501749534356510522823641150263827334831688493073101515234424528974880393594705621223888903450262611578592878715540669586599370087176399583057167795316587541645626549227142962136639413849643305500669901669754727051715104131285405152399645741837371757064847953335270443515501584983914069641744455750041446083200277878196346948061959837501719085997573153781725956482701172847701280190207103425435562885460848697303956988862888983021873274155427507395174387647189581892256193769068417555219941081070108616713578198348682789806030963328888796328300463494121663434686102338504170866494845981856561683584560693393212912727054924373196972441011861929470486916736805222100815280350835346935053287403458042636270519720541511283491318817010785532981053705123299086049804844657819535873726429651821279321259955806098590625000726555913434222901580206314744026898280795258607448696609412760071784160560202512656265771459915742844020714295204720600824196968971066699320775157854890271417618590522240494500401916594761253323506470399443715966481449152929733360654637869246722919761173686237633842602746120542422165148275021467280759718492962263448616935780232790366221915853424867610689597553806758646760489721341299904021648481178680439725256419354270040069958111350317245607758263313096763767380064781638707816538281105440915252875828030015498122547979176523432160572761247875984642412634850098718778745739982870895569221185575007366559870950149029538071599679841494753373252603687712506556330415908897819653486624156104529272791190026227306990338183820419239762751198374900840030054017094941697160237755612635482159629582497836836558271028895607031542936122305372225163050161028018913437757153806643692946180325448271797346483442281516873032493340680807555581533140929373095139414378122086278534681503097907294512794167592325612900589895010121754098035553677064351120418752273124815620914215648259228834120500581582286236132463430139062327049844453719297045376719319742393685129403060806135845185994385633253639292004094985710656017854118167875082584139082952719232618674127683964394357908595109444834015030352991270225114708667911592083706828399909741856801725739282016853195106995896906398565636937007018366922765901660004920747182572058615317250843526542590075817005407465761999103322504385016488782641330292728487466617863778864537099178530687628661036266437523843502314123624880690239893203980801618598898766313110566076420697686729665603386341263029464481798772789328452052406718803361097964260774517883177168403980248772528238969680174640140511544159240240729309481957896964186036138763004891707107190984319489448000373240712806671864899752629300329814711919896071952915977673727894842701547601292290267557281493713968245559072998845198790400253859356908065541334828492869793159082560134136829779397409195090045845776197013741174176724571993733103060496842983796501945596059716429529532307927174854314858462576071984553060348955649259626889546031659431599335389037644886061495472033317883849476331113629016199056094567234053435621472098798526257429419285431578206833848966534838078322320463360455557643455738737866174107897753672762338476643427769327679864382475258344391086861319417139179909560810975397889225785025096486356583803602126653052998452699838425494057276991265376978909560107434693856456220184745315629286972337232240000802603456280109434912020982287393432044008187108199690684576477409611046399947020165668403059995628300825797730068642202341708276739229125124585062654330563459366422078792318567172409756272515712591857535671672324644545846821439382484339494016418878071181327122431070694495364603730581753478837090439293788943360037892204603157458144309668135293399354927014197831566321283272947273423385296694672357656979985216128174780101817302838611144237054971795487210124123127622082570305810860910191322658328202491137351277303097358961820340267146907303362481048118193917743249078448293494228806133755955982804937015111273983136094646418157358366690213739030302817316142611053275809360758091101142342612353826787441061791328081288661165100351258630791694144879834360655272069710423573320096288215771991380024352671626987752656097459934119803622943993767392192051322631294986897907446026828702015345936177631518971335245198420835017714945903805906254815482069059676427757939766400589539243132364598601242477321915145204786560164029175607124777697563435358965840726737012573446351402401780458048308565933311626359972278037776274004051151108504180069271283534787333976642571378140915116579695027656599661114500312615620064805589509307373620661350623724525111293685440885775432650420092244819713230645220437732817538120326139167691194657303976454247540057446624966547040673175775252192443301230317082908647202492255413505443907762920523429639097375463320238583746640330085734801874485223345800582418471611280862818239287650220751881981991928143507891762187468079087063869483349297417553119175594964485775746648253167194324246340889354846269122766879970234358517222755088766319953135494508146318924597571369564848104748278327462448584929413649283221545691964708420806163265299244782374689841289167509547931270841966947643241398466682501985194295916840533662587613158828514252521801397140689465124427406991225336540392476966835880660142202277856196205510734674683531029955724222308968777875712141718687935881181449420454478707828002165414886418238434417240626793585478022465690501173280726682102991992517077169636234754364868102175159791443028516733663335934335304007207138345607240204291235176572791113277519969969999811452305652983095525640044535770887106998328271777094360059671576216643726356983105469605359455449168727804238627091648693192798957186423689154902323656277249113303695219912187007256952971087095186255661729294432435489702076202698242541459373950422850262066358935751710640735736206271496647076804297690089465298661710459153472848167351948344665948017025535769309948777278675310046215560538148566255524871498166294066920393955417804025017526792104388342649706327750539732938454702019563711433122737067390507031672979118974115221067666588587890378524464695975690151670665188257792733093192167051399445786074722422865993663055821638872145459863942886806465205091817518964418466008350391361506669967478698635917823139171757042798386178174182302425392442809857169664096267688582096280101825273499197052486197852667801967864972482171777688244887777745561452621082373309852867088359019237485820737540366058580971790676129882139899378940304458857303353218335602001825097121874517882668503779008624873628618649024969222258822979520557297763581114815850144641159671457584775980482697086920748188196393372272461947092904336133163647289350668826556858058635259903199759464982976098162034058458403222670065849543810157957865975720067525540150000387735365786568606413625967615464143059639625358984544748039336748539573389248289805104678106210220885648030228677193365698153442333008898301945172045555330313521570234400659303352681694325814891184347421825627387576219822506112269601974914151182167777398022338509830694126737063177062890648775126453392670887502137471364625762900839816025374307738617490438360301567765547326357458747460029253904126175642985810869477582324558243976
