k,a_k
409,7.9223085674652836987427088408795748852954253102817213556750412514282155221103361e+741
410,1.4030705557575838149604497470795876172228605361408968094798217212011488157292345e+744
411,2.4909659896811603762016790996037639533466473372948372647621254924260153610381048e+746
412,4.4331663885681454939097613700539418458050665218265792391228034376891322437627534e+748
413,7.908891936722316234070142333166928619599709807337967166344088296723699922040624e+750
414,1.4143929039832351353549124356710029962549250165854403497258744824981533447530808e+753
415,2.5355651119958555320265646439433522825039544443446020049755410086898465812423152e+755
416,4.5564562417319025170599206875091954887426110712269931542098702944083483038172902e+757
417,8.2077639206901764574204096637072514668813309760076428364126904214803249728285694e+759
418,1.482058053250804698339583835569699903826210462617212021283246555325605965116824e+762
419,2.6825373906762566364148702657289178648096306266354721573126359308492066086601481e+764
420,4.8670305965464813866311963271149276684108288346819889988314431390032940699607318e+766
421,8.8515151890518328384594541919721687578885937714170318650390117666215910260461642e+768
422,1.6136299636429961800756227082502096689890483737602391517481525035222719103722518e+771
423,2.9486323003449770874710478071146739177041278486326433245370261559185134355410287e+773
424,5.4008881964390937219569276554262211850621663907356589320317431842509486565331756e+775
425,9.915970542326858426189381743670910359652574344099842589937279792440389457145472e+777
426,1.8248548477058031387746037912728743213789726704984698264027025037535036575605238e+780
427,3.3662167429431082966008978578875448177659355053845891641978065511221717935634418e+782
428,6.2240645119111091635634949466852773520305204940055416986447243808873398243251256e+784
429,1.153511617331958969048147037281528434270439138589313207268432379202035397921604e+787
430,2.1428085328333719815029070180396682188185134702035599756223757200619945944282102e+789
431,3.9898439385476917380559606890194591811739516414928962905380429979517120262835951e+791
432,7.4462437566711207395837875031025247263669774253826112659964452224060766388764822e+793
433,1.3929163944392963384680433058560102823215966182316906586961142458765100169626392e+796
434,2.6116620887532249653770929821565054235514433448594119464667300087644707749824702e+798
435,4.9080698762668988921189845424446562331401501980705482427445145053779698977880088e+800
436,9.2449379666208985970115300704038844481039106199917799872779123549166845640175902e+802
437,1.7453980343016689568299456304338629125015525204948296754475868234431477911963582e+805
438,3.3027819009591215501265447784720977274440871656130306426780124247170383953942047e+807
439,6.2640896967071825301871349254864774704731110711510858739694680489764906814235037e+809
440,1.1907660234723094087697200541767450005251048956824221736609710524130154834289468e+812
441,2.2687311914805762110353147791962881583706985929764190636993070896907277809115002e+814
442,4.3323700782643693398060105119393250741569160619522366046000255370795450811439476e+816
443,8.2918553732021313808013727434299583441385087014733339558898376156842377071117339e+818
444,1.5905939692515166174654636051469959383084666457667579308160766890598262065866162e+821
445,3.0580612083780791566913300450906926458701680306522082382809690935536325992179092e+823
446,5.8926418029701645516903764040076655086679283323455714586855838050471070642118437e+825
447,1.1380169858018999180369932169690873744970119381030455529818995363669175772465222e+828
448,2.2027240639449060482128940334732109661591023888475146383574378494840951144264667e+830
449,4.2730888681334361626739046096725560353434605733593509704128035803741079525072111e+832
450,8.3079154214336556779274243223166177688612415637099327914554844634607090923233751e+834
451,1.618856550242211784106370364135572973623600878719673876406584752350368267198894e+837
452,3.1614672066161213504797193420781220612408896267641930089538323925116018832487039e+839
453,6.1877231572755966661918377858067372447009152272082980990349411662813261943591598e+841
454,1.2137600022608341846820284997652984050651018221996029418488409555660479658249478e+844
455,2.3861206871826757798373637822844543526016052376627146406573282608457088758619878e+846
456,4.7011869332839556018487635758947312109815775795975194153328841675674407838318458e+848
457,9.2827374523466973202550402305665185965089666252815553990105527174812164528793589e+850
458,1.83694417487260023154733287402430973476160993052224289918646376615703842134288e+853
459,3.6430498479129300718866878706267566534215515990497410582246165118701071844368304e+855
460,7.2407151655424710700174041527265823154329268830950927185060908849394289089906581e+857
461,1.4422579662402541976647632863406456642154116181981633954947884621523814011839782e+860
462,2.8790387480680612173094968165531826557935241352349849751560752792620537592857406e+862
463,5.7596104453791376545414244413604572729126796591602863782588627070148525156770398e+864
464,1.1547227279351869076866814295117954401607468696295492330272115537593612827835029e+867
465,2.3200604137965500245520557377802687041824110372330262599401285148318418814452331e+869
466,4.6714944110257293844565292124971401219521735180925524383536171224389882122907189e+871
467,9.426388273173424476166962204871843242598916273056368754274356441113202900380339e+873
468,1.9061881549387795772393957023662820522182787994555159287607243835306764910565247e+876
469,3.8629151483199088290335737904648939795586851270320387000751492675134309731940233e+878
470,7.8449747131854718346953165184255088267428300039521381831714602627415905433005367e+880
471,1.5965882557920312748576156988762682694261332618206236816063225004016721724488988e+883
472,3.2562470681137039399894897129693482122462954130155243867501331816688944014205801e+885
473,6.6552266168682510333691641223584479997858602957640589633515076573045948733929634e+887
474,1.3630992436681354337825909920088716025871855360182225916957650986263369460830643e+890
475,2.797752512125401595135703710226245481353157748679112451890299574433796028187114e+892
476,5.7544837490539145409742230273303962427897467315742118875253833752964796505586263e+894
477,1.1860876195345395188169777605673911285969505276842488663787386752805418986984471e+897
478,2.4498449117200877772179574803700330244547747148688934904493420617722283143297892e+899
479,5.0707233551861131048094266440477696829401798468723536732900372365461340351035066e+901
480,1.0517411048576624385388530474684829648418873072495521098506051275006320231359001e+904
481,2.1860167755182231990197352551841540889741824816205270126219871392850077804881507e+906
482,4.5530451887399822750850951005974359627040352225436608551819646220594300569645646e+908
483,9.5028173381878871049869529426305350608528308370907811830425238188712438379731145e+910
484,1.987480531914742303833739099880651754769459966637119292040897725606747007863366e+913
485,4.1653510092695027679272527903696428750652544445016943039530320756096453765687186e+915
486,8.7477566284811758449031369684626913183209569023702893882118566176262417643371299e+917
487,1.8409258615237342938440749618213787628845128310057954615773611706801820027623449e+920
488,3.8821166989722663585261554436393027177296831615808977868052678227087890759617077e+922
489,8.2033591142377162991566393095071632174653370256692311522576677705849152065330319e+924
490,1.7370162744855448961230356371808505218723057795730547293374245742773420960694874e+927
491,3.6855580932493562100584749411273441885015195416249903140110755748902193158720439e+929
492,7.8358846828061584453171299793967368053349228205714346657208127115295738966952094e+931
493,1.669384630991773512306766447524513030890437246907738181137445700470145370631766e+934
494,3.5637447586421343362099023131534029126804349991779381989301461697537287880373994e+936
495,7.6231908261348937551659736047579391892775057022922130466090016868961149913618727e+938
496,1.633974334055719553913974391232483527503769305848917639079912964964328321324925e+941
497,3.5093778994534134496671349565301422276803320755362410563376823435817929860234169e+943
498,7.552482799339083099193417277986889776928673944536190264236864330097989921793318e+945
499,1.6286294982669457530305336560463475656441428683828380033921771077677198519594534e+948
500,3.5190548896710836309677733249627849237394567681463499133994489181569773019578884e+950
501,7.6190221080432824368949527637436214290565995303429883160839062580628734889718169e+952
502,1.652875483339483694730697913620507049590747778463623165643121213884928943131405e+955
503,3.5929156648170399909481545734486392753448125925240839281577947851265697365954819e+957
504,7.8256093883888587279311578877939046002308918868443874142407334288833365661649156e+959
505,1.7078583645821996681588482209143559348817486886784810787884023672752882947911579e+962
506,3.7346195598235002866912876417826221899599815974109185356830132984780542056762432e+964
507,8.1827637522580694979034819131725912081652211484040355156659777608921913327014056e+966
508,1.7964332739167425368247266471701277797690118098770300065702709267470881135468225e+969
509,3.9516449022313731424209053146093148858053359350005205086867277760626213667833012e+971
510,8.7096116951963930786519740629870940043909868088453390028655421766006917161976843e+973
511,1.9234108369677737836850289011867282547913743764695711163437543014305698358100191e+976
512,4.25594531121451284508350468047515673692623077171297939640621600738398357555227e+978
513,9.4355901854067159905473718861152855695874534424443144185402440668104862889204032e+980
514,2.0959913980182728777154514780838991134928133648564728699756321725693329268067651e+983
515,4.6650431634017888376549002479843524501483070799827530204138242599417459843976231e+985
516,1.0403175800052424290711220235057765642660043444778903217429354064353481353913424e+988
517,2.3244417748552010075707471465461509697922761581236085162626367484083945395072753e+990
518,5.2036998517714414885590560707020478555650986313662132392631312811967717403048668e+992
519,1.1671992845661401695585311165724087743012229071350873017691213640887411726873777e+995
520,2.6231031907646373623171667751624811953414707263547145903425266398227310534038863e+997
521,5.9063844965022860495180669898687415882694523916226643093151421566178800978388657e+999
522,1.3324852975998356853240079588463535933491628185041043527644575238558644935327546e+1002
523,3.0118678098061842151760228626294086177740470484855838031987548462724207333140574e+1004
524,6.8208824470918878432937838747080220917615404448862017641197700560598903272621742e+1006
525,1.547657341085852736974274638748827880208507856663074206080495120330072259158258e+1009
526,3.5183340133686836325040685750698052431324523913796968005016648161597932628821863e+1011
527,8.0135648095685520624434354055585161303757738157099763448777478608514765905461242e+1013
528,1.828686684939626054411091991455657320418905724193431761953873332882403787251108e+1016
529,4.1809613269069929566708957400857070862749887737293570871995404412395601341143632e+1018
530,9.5771158079707885983914546773221765615007914506840784612904230975987093301239681e+1020
531,2.1979282779272554618682569858939457956620977424531788575916671317595613029274896e+1023
532,5.0537172162670839204610930088847228678031429156715385666141912844899332659971222e+1025
533,1.1641942776596700610233581686263558196176575581781248475643686128230107696749546e+1028
534,2.6869250471108095256936644165060659786092217404860186650163602938785594244665272e+1030
535,6.2129760986502926553873571599949015734479021556058594777447711320047340795671304e+1032
536,1.4393165880092308802118291751968295466301676996366955868311272390600280669895155e+1035
537,3.3405961614401242558289458895995007926971915267435787453842176670770123993547239e+1037
538,7.7678550441091332194206034518103061089002128680990729271955482820142541402120759e+1039
539,1.8096151739210331393940070759431027837896633705104914150379269713412755577860939e+1042
540,4.2235518215683864324232885224382511735851447417449855459047470675327884611474089e+1044
541,9.8758483328620602660132386576823577785688822229139216943180568212645535139100159e+1046
542,2.3135265796117681173098245141949303205614335780149743804429228685669987147243005e+1049
543,5.4297094232746495266402581345683108266231188931288971510464396185380130257630467e+1051
544,1.276671662243894716098594707730140352371353241117617709839946178969540717466883e+1054
545,3.0073287832592908691409302570076924418717510444647710360725816911219810294213571e+1056
546,7.0970881255657980423466144108740152822508454744858918042506408947509868640058648e+1058
547,1.6779368717342699904233035779907635267316053468849405057360889800087605652293899e+1061
548,3.9743463618689603014769620764881739791462980571653114964775196126578644166558366e+1063
549,9.4308108114040010069684302393691746596498062583059369422058383002106604978614313e+1065
550,2.2419407490812981205404813015909804112920148521338722177356839993365444157770353e+1068
551,5.3393644558475008995870984926746082349990680347472810527414522413774123088158745e+1070
552,1.273925125203419818359217160903476106088368478186445177828405883037925184375635e+1073
553,3.0449888836800424693026306719482259647638052111341952579183410023495564039457154e+1075
554,7.291444355975130549597297237474016011051720658156772523772578601214846324792245e+1077
555,1.7491459391087381676963328399221316309849830341663062996339300865613555881201444e+1080
556,4.2036034259258300497444189183546079617442036445730766945999630178467683747240898e+1082
557,1.0120436156248778669316149670278068243230162950648339462764482877073150808857745e+1085
558,2.4409400765627503345767079902240003912433062721037249595186180093622413862688396e+1087
559,5.897853799253186216335381091050015017130194485377366642488049564134151987338665e+1089
560,1.4276064095031428901775087458203588479917871767290038125389014017793448415043272e+1092
561,3.4617777910789028449677775280478669108827537137309831698466483145452011906792886e+1094
562,8.4093942321073524571814857449901747900798216785639273578417936617127641123094883e+1096
563,2.0464620011530081605973064905236880914216098711985138088051252894065335960798655e+1099
564,4.9890140792485563702939009574777959925701192438154933592680149746680556650921272e+1101
565,1.2184184761589056908841201131027273124264629347258752120618182312014489869309457e+1104
566,2.9809010450091836884150850519993683117560410540164683789937398253443689119114058e+1106
567,7.305780483594423014580329775637065413505104427507522039003434563341337508836933e+1108
568,1.7937102880574178596300813659646145396309153209927109369937716091274054419857413e+1111
569,4.4116723377305084666034023673151324706202258230290290635054339126376408237853962e+1113
570,1.0869714144817310386142659662102446505309226974064380873152286039231031731650183e+1116
571,2.6828449813018697652330902364321611103865259880191211095758811287526803688438242e+1118
572,6.6333708985849376718757253054693370816715714110826990445783745333508581906517718e+1120
573,1.6429823453807828761871367289255232534143075679009292003840130670280332826113268e+1123
574,4.0765248940014280548440910019261020201423916163591505326707973037976758899119065e+1125
575,1.0132218913114000378054144772044173010467046973225348416984532270528043555216365e+1128
576,2.5227544194946594243884128671694076707472998001079193966184437398716256793497536e+1130
577,6.2921637873314731378528695046058457459555012982747147159653228652762896131482233e+1132
578,1.5720935478964675289081399860632039437927815036375330765232457703257828189861611e+1135
579,3.9346741336806425757847885020738045001720025208374488900776032274373098968411674e+1137
580,9.8648360993342720987251081637997350252255632505670664195268402259516585845455657e+1139
581,2.4775384373513450785105187341985984233104237952329834285201735436544565806736584e+1142
582,6.2330277483534735492887929952564509441698106447653565152796606332920329677667723e+1144
583,1.5708132841213447642987947335776340138842101779242371448952447546116329432694371e+1147
584,3.9654788153672946700956050807951728808205872051393158944101292408829433953270647e+1149
585,1.002792295900012840300939994337650399379715240121480908742222166801594944342996e+1152
586,2.5402084478994927641771657059100149477660416808388917643506127858879210295552374e+1154
587,6.4456907745310627081981311161253607893107160303835194746572647869940101435558377e+1156
588,1.6383627173045835077060799541228559398567685323913732110460681819765867922074992e+1159
589,4.1714771100691954344841508113175712432446791483655691161634747008588094952054499e+1161
590,1.0639167235853880685397135354491356728644018373195298572348304568836035107325863e+1164
591,2.7180792611570642041204600931518322580073544789937083945256847663952154562131768e+1166
592,6.9558796827971323760474448688892123402841810343816150554273271712783481204575421e+1168
593,1.7831021571082368390073861294960196064511819546454240734685367230843509149477427e+1171
594,4.5786070218201373450389206825087011353711257678855679374902871330070691098467763e+1173
595,1.1776663341161102857711716428047220809729757860038963580219486256996927105004938e+1176
596,3.0341822601916189897024932907104031910310598070518733594326300635581349002151481e+1178
597,7.8305155729421974516616082089116610490427698005534097092526083728531505478570914e+1180
598,2.0242638328963901137602976452121763866101525205981200362361102243720011417533907e+1183
599,5.2416826144135757154307764365449958996779391506929302368409126345554631367152161e+1185
600,1.3595649449297103247276584651218578667733302057636235878632651508803495274982066e+1188
