k,a_k
382,5.3073762568486904333859299112795069909254256400310487723263266782779275038757585e+589
383,5.0682773587341983603068489977780330681141530652643553436581251048635462383204982e+591
384,4.8526212913069150566277972654025314374069477756602465830762785125333708844105377e+593
385,4.6582736082259610642529423211394125837388085845322685959848931590621480317609626e+595
386,4.4833558422231985697636732186264584426206742554474371422076177126055589173159688e+597
387,4.3262151874356308624929634330866004427961611000957774262145941356544430264120026e+599
388,4.1853983684844152068589050447910894558537456914608324595855557321853114633322125e+601
389,4.0596291156998872478721578042518715229510802641337551048219716022528347816239987e+603
390,3.9477887551594218399378653852389374503148865835012840352126600746796599237474622e+605
391,3.8488994976236172869021839076931448330678391681963646743741399547827880216729492e+607
392,3.7621100743470980709710500529119202898456991788881208107564808954410542791113296e+609
393,3.6866834220313246289611655742621095458507900503628876201232041322171574459891027e+611
394,3.6219861654842672060585579661115808575831742236534410904870956322543843894938451e+613
395,3.5674796861975574440355490428873052650282058065560375770065035121680652354434079e+615
396,3.5227125991709979423644492993852707179549887131184765562270691627561615434649654e+617
397,3.487314489854699161600496253556936402727480911344760768417908950757356536993616e+619
398,3.4609907888429141401527239088215327423802976160649334950493410692277979220317484e+621
399,3.4435186846246152722162515778350993337573154647817638041388564544847336269410862e+623
400,3.4347439948616020636055654722752715140878968435694669495864870669813397967742927e+625
401,3.4345789348356891616623969101429806190280740507081198887366222707369610152730519e+627
402,3.4430007383311616299089612222307204987468984033189924832714883602118142996789607e+629
403,3.4600511016984062734349969441567028300656493431990140530632110483919732553969478e+631
404,3.4858364365449751815492372836484030829394074294915637616567811509591489897864709e+633
405,3.5205289307618652141947412091817408406215605413593597999496941106590645803408352e+635
406,3.5643684317408146594486473492126825498300983962325601138151766829885198613816824e+637
407,3.6176651799921283116022516479365677231749671594986558640404403963622626884073385e+639
408,3.6808034362538800508007072191096030163134391350572524797353183840557335625868883e+641
409,3.7542460609258086546162879815960202162808938881934462703219619457653001490139252e+643
